category,text
negative,"Identification, genomic organization and expression profiles of four heat shock protein genes in the western flower thrips, Frankliniella occidentalis. The western flower thrips, Frankliniella occidentalis, is an important invasive pest with a strong tolerance for extreme temperatures; however, the molecular mechanisms that regulate thermotolerance in this insect remain unclear. In this study, four heat shock protein genes were cloned from F. occidentalis and named Fohsp90, Fohsc701, Fohsc702 and Fohsp60. These four Hsps exhibited typical characteristics of heat shock proteins. Subcellular localization signals and phylogenetic analysis indicated that FoHsp90 and FoHsc701 localize to the cytosol, whereas FoHsc702 and FoHsp60 were located in the endoplasmic reticulum and mitochondria, respectively. Analysis of genomic sequences revealed the presence of introns in the four genes (three, four, seven, and five introns for Fohsp90, Fohsc701, Fohsc702 and Fohsp60, respectively). Both the number and position of introns in these four genes were quite different from analogous genes in other species. qRT-PCR indicated that the four Fohsps were detected in second-stage larvae, one-day-old pupae, and one-day-old adults, and mRNA expression levels were lowest in larvae and highest in pupae. Fohsc701 and Fohsc702 possessed similar expression patterns and were not induced by cold or heat stress. Expression of Fohsp60 was significantly elevated by heat, and Fohsp90 was rapidly up-regulated after exposure to both cold and heat stress. Exposure to -8°C had no effect on expression of the four Fohsps; however, expression of Fohsp90 and Fohsp60 was highest after a 2-h incubation at 39°C. Furthermore, cold and heat hardening led to significant up-regulation of the four Fohsps compared to their respective controls. Collectively, our results indicate that the four FoHsps contribute to insect development and also function in rapid cold or heat hardening; furthermore, FoHsp90 and FoHsp60 contribute to thermotolerance in F. occidentalis.  "
negative,"A dicistronic gene pair within a cluster of ""EF-hand"" protein genes in the genomes of Drosophila species. Androcam is a Drosophila melanogaster calmodulin-related protein that functions specifically in the testis. We show that the Acam gene is part of a cluster of three intronless genes arranged in a head-to-tail manner. The additional genes also encode calmodulin-related proteins with testis-specific transcription. Acam and the 5'-most gene (gene1) generate monocistronic transcripts. Surprisingly, the central gene (gene2) is transcribed only as a dicistronic transcript with Acam. A similar cluster is found in D. yakuba. In D. pseudoobscura, the cluster contains four genes: two Acam-type genes downstream of a single gene related to both gene1 and gene2 and a fourth weakly related gene. Nevertheless, the D. pseudoobscura cluster also generates a dicistronic transcript from a gene pair analogous to the gene2-Acam pair. A cotranscribed gene1 / 2-Acam gene pair may be the founding feature of this locus. Although Acam protein is present in D. melanogaster and D. pseudoobscura testes, cognate proteins for the gene1 / 2-type ORFs are not detectable by immunoblotting and mass spectrometry techniques. "
positive,"Functional characterization of cis-acting elements mediating flavone-inducible expression of CYP321A1. How plant allelochemicals elicit herbivore counterdefense genes remains largely unknown. To define the cis-acting elements for flavone inducibility of the allelochemical-metabolizing CYP321A1 from Helicoverpa zea, functions of varying length of CYP321A1 promoter are examined in H. zea fatbody cells. Progressive 3' deletions reveal presence of positive elements in the 5' untranslated region (UTR). Progressive 5' deletions map out regions of one essential element, four enhancers, and two silencers. Further progressive 5'deletions localize the essential element to a 36-bp region from -109 to -74. This essential element, designated as xenobiotic response element to flavone (XRE-Fla), contains a 5' AT-only TAAT inverted repeat, a GCT mirror repeat and a 3' antioxidant response element-like element. Internal deletions and substitution mutations show that the TAAT repeat is only necessary for the maximal flavone inducibility, whereas the other two components are necessary for the basal and flavone-induced expression of CYP321A1. Electrophoresis mobility shift assays demonstrate that XRE-Fla specifically binds to H. zea fatbody cell nuclear extracts and flavone treatment increases the nuclear concentrations of the yet-to-be characterized transcription factors binding to XRE-Fla. Taken together, CYP321A1 expression is regulated primarily by XRE-Fla and secondarily by other cis elements scattered in its promoter and 5' UTR. "
negative,"Metarhizium alvesii sp. nov.: A new member of the Metarhizium anisopliae species complex. A strain within the Metarhizium anisopliae species complex was isolated in 2009 from a soil sample in a banana plantation in the municipality of Quixeré, Northeastern region of Brazil. Previous studies showed that this insect-pathogenic strain does not fit with any current taxon within the M. anisopliae species complex, as determined by both genomic and by mass spectrometric analyses. In the present study, CG1123 (=ARSEF 13308) is shown to be morphologically indistinguishable from most species in this cosmopolitan species complex, whereas multilocus phylogeny confirmed its uniqueness and supports its recognition as a new species, Metarhizium alvesii, in honor of Sérgio Batista Alves, one of the founders of insect pathology in Brazil. "
negative,"Identification of glutathione S-transferases in Bemisia tabaci (Hemiptera: Aleyrodidae) and evidence that GSTd7 helps explain the difference in insecticide susceptibility between B. tabaci Middle East-Minor Asia 1 and Mediterranean. The Bemisia tabaci (Gennadius) (Hemiptera:Aleyrodidae) species complex includes invasive and destructive pests of field crops, and the sibling species MEAM1 and MED are its two most damaging members. Previous research indicated that the replacement of Middle East-Minor Asia 1 (MEAM1) by Mediterranean (MED) as the dominant B. tabaci species in China can be mainly attributed to MED's greater tolerance to insecticides. Glutathione S-transferases (GSTs) play important roles in the detoxification of hydrophobic toxic compounds. To increase our understanding of differences in insecticide resistance between B. tabaci MEAM1 and MED, we searched the genomic and transcriptomic databases and identified 23 putative GSTs in both B. tabaci MEAM1 and MED. Through measuring mRNA levels of 18 of the GSTs after B. tabaci MEAM1 and MED adults were exposed to the insecticide imidacloprid, we found that the expression levels were increased more in B. tabaci MED than in MEAM1 (in particular, the expression level of GST-d7 was increased by 4.39-fold relative to the control). Knockdown of GST-d7 in B. tabaci MED but not in B. tabaci MEAM1 resulted in a substantial increase in the mortality of imidacloprid-treated adults. These results indicate that differences in GST-d7 may help explain why insecticide tolerance is greater in B. tabaci MED than in B. tabaci MEAM1. "
negative,"Characterization of the Complete Mitochondrial Genome of Harpalus sinicus and Its Implications for Phylogenetic Analyses. In this study, we report the complete mitochondrial genome of Harpalus sinicus (occasionally named as the Chinese ground beetle) which is the first mitochondrial genome for Harpalus. The mitogenome is 16,521 bp in length, comprising 37 genes, and a control region. The A + T content of the mitogenome is as high as 80.6%. A mitochondrial origins of light-strand replication (OL)-like region is found firstly in the insect mitogenome, which can form a stem-loop hairpin structure. Thirteen protein-coding genes (PCGs) share high homology, and all of them are under purifying selection. All tRNA genes (tRNAs) can be folded into the classic cloverleaf secondary structures except tRNA-Ser (GCU), which lacks a dihydrouridine (DHU) stem. The secondary structure of two ribosomal RNA genes (rRNAs) is predicted based on previous insect models. Twelve types of tandem repeats and two stem-loop structures are detected in the control region, and two stem-loop structures may be involved in the initiation of replication and transcription. Additionally, phylogenetic analyses based on mitogenomes suggest that Harpalus is an independent lineage in Carabidae, and is closely related to four genera (Abax, Amara, Stomis, and Pterostichus). In general, this study provides meaningful genetic information for Harpalus sinicus and new insights into the phylogenetic relationships within the Carabidae. "
negative,"Complete Genome of Bacillus thuringiensis Myophage BigBertha. BigBertha is a myophage of Bacillus thuringiensis, a widely used biocontrol agent that is active against many insect pests of plants. Here, we present the complete annotated genome of BigBertha. The genome shares 85.9% sequence identity with Bacillus cereus phage B4.  "
negative,"Genome-wide transcriptomic and proteomic analyses of bollworm-infested developing cotton bolls revealed the genes and pathways involved in the insect pest defence mechanism. Cotton bollworm, Helicoverpa armigera, is a major insect pest that feeds on cotton bolls causing extensive damage leading to crop and productivity loss. In spite of such a major impact, cotton plant response to bollworm infection is yet to be witnessed. In this context, we have studied the genome-wide response of cotton bolls infested with bollworm using transcriptomic and proteomic approaches. Further, we have validated this data using semi-quantitative real-time PCR. Comparative analyses have revealed that 39% of the transcriptome and 35% of the proteome were differentially regulated during bollworm infestation. Around 36% of significantly regulated transcripts and 45% of differentially expressed proteins were found to be involved in signalling followed by redox regulation. Further analysis showed that defence-related stress hormones and their lipid precursors, transcription factors, signalling molecules, etc. were stimulated, whereas the growth-related counterparts were suppressed during bollworm infestation. Around 26% of the significantly up-regulated proteins were defence molecules, while >50% of the significantly down-regulated were related to photosynthesis and growth. Interestingly, the biosynthesis genes for synergistically regulated jasmonate, ethylene and suppressors of the antagonistic factor salicylate were found to be up-regulated, suggesting a choice among stress-responsive phytohormone regulation. Manual curation of the enzymes and TFs highlighted the components of retrograde signalling pathways. Our data suggest that a selective regulatory mechanism directs the reallocation of metabolic resources favouring defence over growth under bollworm infestation and these insights could be exploited to develop bollworm-resistant cotton varieties. "
positive,"The midgut V-ATPase subunit A gene is associated with toxicity to crystal 2Aa and crystal 1Ca-expressing transgenic rice in Chilo suppressalis. Insecticidal crystal (Cry) proteins produced by the bacterium Bacillus thuringiensis (Bt) are toxic to a diverse range of insects. Transgenic rice expressing Cry1A, Cry2A and Cry1C toxins have been developed that are lethal to Chilo suppressalis, a devastating insect pest of rice in China. Identifying the mechanisms underlying the interactions of Cry toxins with susceptible hosts will improve both our understanding of Cry protein toxicology and long-term efficacy of Bt crops. In this study, we tested the hypothesis that V-ATPase subunit A contributes to the action of Cry1Ab / 1Ac, Cry2Aa and Cry1Ca toxins in C. suppressalis. The full-length V-ATPase subunit A transcript was initially cloned from the C. suppressalis larval midgut and then used to generate double-stranded RNA (dsRNA)-producing bacteria. Toxicity assays using transgenic rice lines TT51 (Cry1Ab and Cry1Ac fusion genes), T2A-1 (Cry2Aa), and T1C-19 (Cry1Ca) in conjunction with V-ATPase subunit A dsRNA-treated C. suppressalis larvae revealed significantly reduced larval susceptibility to T2A-1 and T1C-19 transgenic rice, but not to TT51 rice. These results suggest that the V-ATPase subunit A plays a crucial role in mediating Cry2Aa and Cry1Ca toxicity in C. suppressalis. These findings will have significant implications on the development of future resistance management tools. "
negative,"RNAi technology: a new platform for crop pest control. The insect pests are big threat in meeting the food demands for future generation. The present pest control strategies, including the existing transgenic approaches show certain limitations and are not completely successful in limiting the insect pests. However, the sequence-specific gene silencing via RNA interference (RNAi) holds a great promise for effective management of agricultural pests. RNAi is naturally occurring conserved process responsible for gene regulation and defense against pathogens. The efficacy of RNAi varies among different insect orders and also depends upon various factors, including the target gene selection, method of dsRNAs delivery, expression of dsRNAs and presence of off-target effects. RNAi-mediated silencing of different insect genes involved in various physiological processes was found to be detrimental to insects growth, development and survival. In this article, we have reviewed the potential of RNAi-based strategies for effective management of insect pests. We have also discussed the various parameters, which are to be considered for host-induced RNAi-mediated control of insect pests without producing any effect on non-target organisms and environment. "
negative,"Transcriptome Analysis and Screening for Potential Target Genes for RNAi-Mediated Pest Control of the Beet Armyworm, Spodoptera exigua. The beet armyworm, Spodoptera exigua (Hübner), is a serious pest worldwide that causes significant losses in crops. Unfortunately, genetic resources for the beet armyworm is extremely scarce. To improve these resources we sequenced the transcriptome of S. exigua representing all stages including eggs, 1(st) to 5(th) instar larvae, pupae, male and female adults using the Illumina Solexa platform. We assembled the transcriptome with Trinity that yielded 31,414 contigs. Of these contigs, 18,592 were annotated as protein coding genes by Blast searches against the NCBI nr database. It has been shown that knockdown of important insect genes by dsRNAs or siRNAs is a feasible mechanism to control insect pests. The first key step towards developing an efficient RNAi-mediated pest control technique is to find suitable target genes. To screen for effective target genes in the beet armyworm, we selected nine candidate genes. The sequences of these genes were amplified using the RACE strategy. Then, siRNAs were designed and chemically synthesized. We injected 2 µl siRNA (2 µg / µl) into the 4(th) instar larvae to knock down the respective target genes. The mRNA abundance of target genes decreased to different levels (∼20-94.3%) after injection of siRNAs. Knockdown of eight genes including chitinase7, PGCP, chitinase1, ATPase, tubulin1, arf2, tubulin2 and arf1 caused a significantly high level of mortality compared to the negative control (P<0.05). About 80% of the surviving insects in the siRNA-treated group of five genes (PGCP, chitinase1, tubulin1, tubulin2 and helicase) showed retarded development. In chitinase1-siRNA and chitinase7-siRNA administered groups, 12.5% survivors exhibited ""half-ecdysis"". In arf1-siRNA and arf2-siRNA groups, the body color of 15% became black 48 h after injections. In summary, the transcriptome could be a valuable genetic resource for identification of genes in S. exigua and this study provided putative targets for RNAi pest control. "
negative,"Mechanisms and dynamics of orphan gene emergence in insect genomes. Orphan genes are defined as genes that lack detectable similarity to genes in other species and therefore no clear signals of common descent (i.e., homology) can be inferred. Orphans are an enigmatic portion of the genome because their origin and function are mostly unknown and they typically make up 10% to 30% of all genes in a genome. Several case studies demonstrated that orphans can contribute to lineage-specific adaptation. Here, we study orphan genes by comparing 30 arthropod genomes, focusing in particular on seven recently sequenced ant genomes. This setup allows analyzing a major metazoan taxon and a comparison between social Hymenoptera (ants and bees) and nonsocial Diptera (flies and mosquitoes). First, we find that recently split lineages undergo accelerated genomic reorganization, including the rapid gain of many orphan genes. Second, between the two insect orders Hymenoptera and Diptera, orphan genes are more abundant and emerge more rapidly in Hymenoptera, in particular, in leaf-cutter ants. With respect to intragenomic localization, we find that ant orphan genes show little clustering, which suggests that orphan genes in ants are scattered uniformly over the genome and between nonorphan genes. Finally, our results indicate that the genetic mechanisms creating orphan genes-such as gene duplication, frame-shift fixation, creation of overlapping genes, horizontal gene transfer, and exaptation of transposable elements-act at different rates in insects, primates, and plants. In Formicidae, the majority of orphan genes has their origin in intergenic regions, pointing to a high rate of de novo gene formation or generalized gene loss, and support a recently proposed dynamic model of frequent gene birth and death. "
negative,"Development of bacterial artificial chromosome library resources for parasitoid Hymenoptera (Nasonia vitripennis and Nasonia giraulti: Pteromalidae). The species of the genus Nasonia possess qualities that make them excellent candidates for genetic and genomic studies. To increase the wealth of genomic resources for the genus we constructed publicly available bacterial artificial chromosome (BAC) libraries for Nasonia vitripennis and Nasonia giraulti. Libraries have 36 864 clones each, empty-vector contents of approximately 2% and average insert sizes of 113.1 and 97.7 Kb, respectively, representing 12 and 11 genome equivalents. The N. vitripennis library was used for genome sequence assembly and in efforts at positional cloning of a developmental gene. The genome assembly of N. vitripennis is currently composed on 6181 un-joined scaffolds. These BAC libraries can be used to identify and close regions between scaffolds of the genome assemblies of both species. "
negative,Amplification of complete insect mitochondrial genome in two easy pieces. The entire insect mitochondrial genome has been amplified in just two PCR reactions. 'Universal' insect primers and techniques to optimize amplification of long PCR products were used to obtain segments of the mitochondrial genomes of Helicoverpa zea and Heliothis virescens (Lepidoptera) ranging in size from 3.7 kb to 14 kb or about 25% to over 85% of a typical 16 kb mtDNA. Overlapping pairs of fragments contain the complete mtDNA sequence. 
positive,"Anopheles stephensi Dox-A2 shares common ancestry with genes from distant groups of eukaryotes encoding a 26S proteasome subunit and is in a conserved gene cluster. The sequence of a cloned Anopheles stephensi gene showed 72% inferred amino acid identity with Drosophila melanogaster Dox-A2 and 93% with its putative ortholog in Anopheles gambiae. Dox-A2 is the reported but herein disputed structural locus for diphenol oxidase A2. Database searches identified Dox-A2 related gene sequences from 15 non-insect species from diverse groups. Phylogenetic trees based on alignments of inferred protein sequences, DNA, and protein motif searches and protein secondary structure predictions produced results consistent with expectations for genes that are orthologous. The only inconsistency was that the C-terminus appears to be more primitive in the yeasts than in plants. In mammals, plants, and yeast these genes have been shown to code for a non-ATPase subunit of the PA700 (19S) regulatory complex of 26S proteasome. The analyses indicated that the insect genes contain no divergent structural features, which taken within an appraisal of all available data, makes the reported alternative function highly improbable. A plausible additional role, in which the 26S proteasome is implicated in regulation of phenol oxidase, would also apply to at least the mammalian genes. No function has yet been reported for the other included sequences. These were from genome projects and included Caenorhabiditus elegans, Arabidopsis thaliana, Fugu rubripes, and Toxoplasma gondii. A consensus of the results predicts a protein containing exceptionally long stretches of helix with a hydrophilic C-terminus. Phosphorylation site motifs were identified at two conserved positions. Possible SRY and GATA-1 binding motifs were found at conserved positions upstream of the mosquito genes. The location of A. stephensi Dox-A2 was determined by in situ hybridization at 34D on chromosome arm 3R. It is in a conserved gene cluster with respect to the other insects. However, the A. stephensi cluster contains a gene showing significant sequence identity to human and pigeon carnitine acetyltransferase genes, therefore showing divergence with the distal end of the D. melanogaster cluster. "
negative,"Estimation of the Whitefly Bemisia tabaci Genome Size Based on k-mer and Flow Cytometric Analyses. Whiteflies of the Bemisia tabaci (Hemiptera: Aleyrodidae) cryptic species complex are among the most important agricultural insect pests in the world. These phloem-feeding insects can colonize over 1000 species of plants worldwide and inflict severe economic losses to crops, mainly through the transmission of pathogenic viruses. Surprisingly, there is very little genomic information about whiteflies. As a starting point to genome sequencing, we report a new estimation of the genome size of the B. tabaci B biotype or Middle East-Asia Minor 1 (MEAM1) population. Using an isogenic whitefly colony with over 6500 haploid male individuals for genomic DNA, three paired-end genomic libraries with insert sizes of ~300 bp, 500 bp and 1 Kb were constructed and sequenced on an Illumina HiSeq 2500 system. A total of ~50 billion base pairs of sequences were obtained from each library. K-mer analysis using these sequences revealed that the genome size of the whitefly was ~682.3 Mb. In addition, the flow cytometric analysis estimated the haploid genome size of the whitefly to be ~690 Mb. Considering the congruency between both estimation methods, we predict the haploid genome size of B. tabaci MEAM1 to be ~680-690 Mb. Our data provide a baseline for ongoing efforts to assemble and annotate the B. tabaci genome.  "
positive,"RNA interference of timeless gene does not disrupt circadian locomotor rhythms in the cricket Gryllus bimaculatus. Molecular studies revealed that autoregulatory negative feedback loops consisting of so-called ""clock genes"" constitute the circadian clock in Drosophila. However, this hypothesis is not fully supported in other insects and is thus to be examined. In the cricket Gryllus bimaculatus, we have previously shown that period (per) plays an essential role in the rhythm generation. In the present study, we cloned cDNA of the clock gene timeless (tim) and investigated its role in the cricket circadian oscillatory mechanism using RNA interference. Molecular structure of the cricket tim has rather high similarity to those of other insect species. Real-time RT-PCR analysis revealed that tim mRNA showed rhythmic expression in both LD and DD similar to that of per, peaking during the (subjective) night. When injected with tim double-stranded RNA (dstim), tim mRNA levels were significantly reduced and its circadian expression rhythm was eliminated. After the dstim treatment, however, adult crickets showed a clear locomotor rhythm in DD, with a free-running period significantly shorter than that of control crickets injected with Discosoma sp. Red2 (DsRed2) dsRNA. These results suggest that in the cricket, tim plays some role in fine-tuning of the free-running period but may not be essential for oscillation of the circadian clock. "
negative,"Genome-wide analysis of transcriptomic divergence between laboratory colony and field Anopheles gambiae mosquitoes of the M and S molecular forms. Our knowledge of Anopheles gambiae molecular biology has mainly been based on studies using inbred laboratory strains. Differences in the environmental exposure of these and natural field mosquitoes have inevitably led to physiological divergences. We have used global transcript abundance analyses to probe into this divergence, and identified transcript abundance patterns of genes that provide insight on specific adaptations of caged and field mosquitoes. We also compared the gene transcript abundance profiles of field mosquitoes belonging to the two morphologically indistinguishable but reproductively isolated sympatric molecular forms, M and S, from two different locations in the Yaoundé area of Cameroon. This analysis suggested that environmental exposure has a greater influence on the transcriptome than does the mosquito's molecular form-specific genetic background. "
negative,"Molecular Characterization of the 2016 New World Screwworm (Diptera: Calliphoridae) Outbreak in the Florida Keys. New World screwworm (NWS), Cochliomyia hominivorax (Coquerel 1858) (Diptera: Calliphoridae), is a myiasis-causing fly that can be a serious threat to the health of livestock, wildlife, and humans. Its progressive eradication from the southern United States, Mexico, and Central America from the 1950s to 2000s is an excellent example of successful pest management using sterile insect technique (SIT). In late 2016, autochthonous NWS were detected in the Florida Keys, representing this species' first invasion in the United States in >30 yr. Rapid use of quarantine and SIT was successful in eliminating the infestation by early 2017; however, the geographic source of this infestation remains unknown. Here, we use amplicon sequencing to generate mitochondrial and nuclear sequence data representing all confirmed cases of NWS from this infestation, and compare these sequences to preexisting data sets sampling the native distribution of NWS. We ask two questions regarding the FL Keys outbreak. First, is this infestation the result of a single invasion from one source, or multiple invasions from different sources? And second, what is the geographic origin of this invasion? We found virtually no sequence variation between specimens collected from the FL Keys outbreak, which is consistent with a single source of introduction. However, we also found very little geographic resolution in any of the data sets, which precludes identification of the source of this outbreak. Our lack of success in answering our second question speaks to the need for finer-scale genetic or genomic assessments of NWS population structure, which would facilitate source determination of potential future outbreaks. "
positive,"Targeting the potassium ion channel genes SK and SH as a novel approach for control of insect pests: efficacy and biosafety. BACKGROUND: Potassium ion channels play a critical role in the generation of electrical signals and thus provide potential targets for control of insect pests by RNA interference. RESULTS: Genes encoding the small conductance calcium-activated potassium channel (SK) and the voltage-gated potassium channel (SH) were knocked down in Tribolium castaneum by injection and oral delivery of dsRNA (dsTcSK and dsTcSH, respectively). Irrespective of the delivery mechanism a dose-dependent effect was observed for knockdown (KD) of gene expression and insect mortality for both genes. Larvae fed a 400 ng dsRNA mg-1 diet showed significant gene (P < 0.05) knockdown (98% and 83%) for SK and SH, respectively, with corresponding mortalities of 100% and 98% after 7 days. When injected (248.4 ng larva-1 ), gene KD was 99% and 98% for SK and SH, causing 100% and 73.4% mortality, respectively. All developmental stages tested (larvae, early- and late-stage pupae and adults) showed an RNAi-sensitive response for both genes. LC50 values were lower for SK than SH, irrespective of delivery method, demonstrating that the knockdown of SK had a greater effect on larval mortality. Biosafety studies using adult honeybee Apis mellifera showed that there were no significant differences either in expression levels or mortality of honeybees orally dosed with dsTcSK and dsTcSH compared to control-fed bees. Similarly, there was no significant difference in the titre of deformed wing virus, used as a measure of immune suppression, between experimental and control bees. CONCLUSION: This study demonstrates the potential of using RNAi targeting neural receptors as a technology for the control of T. castaneum. © 2019 The Authors. Pest Management Science published by John Wiley & Sons Ltd on behalf of Society of Chemical Industry. "
negative,"Characterization of burdock mottle virus, a novel member of the genus Benyvirus, and the identification of benyvirus-related sequences in the plant and insect genomes. The complete nucleotide sequence of the burdock mottle virus (BdMoV) isolated from an edible burdock plant (Arctium lappa) in Japan has been determined. BdMoV has a bipartite genome, whose organization is similar to RNA1 and RNA2 of benyviruses, beet necrotic yellow vein virus (BNYVV), beet soil-borne mosaic virus (BSBMV), and rice stripe necrosis virus (RSNV). BdMoV RNA1 (7038 nt) contains a single open reading frame (ORF) encoding a 249-kDa polypeptide that consists of methyl-transferase, helicase, papain-like protease, AlkB-like, and RNA-dependent RNA polymerase domains. The AlkB-like domain sequence is not present in the proteins encoded by other known benyviruses, but is found in replication-associated proteins of viruses mainly belonging to the families Alfaflexiviridae and Betaflexiviridae. BdMoV RNA2 (4315 nt) contains six ORFs that are similar to those of benyviruses: these are coat protein (CP), CP readthrough, triple gene block movement and cysteine-rich proteins. Phylogenetic analyses showed that BdMoV is more closely related to BNYVV and BSBMV than to RSNV. Database searches showed that benyvirus replicase-related sequences are present in the chromosomes of a chickpea plant (Cicer arietinum) and a blood-sucking insect (Rhodnius prolixus). Some other benyvirus-related sequences are found in the transcriptome shotgun libraries of a few species of plants and a bark beetle. Our results show that BdMoV is a distinct species of the genus Benyvirus and that ancestral and extant benyviruses may have infected or currently infect a wide range of hosts, including plants and insects. "
negative,"Fungal proteomics: from identification to function. Some fungi cause disease in humans and plants, while others have demonstrable potential for the control of insect pests. In addition, fungi are also a rich reservoir of therapeutic metabolites and industrially useful enzymes. Detailed analysis of fungal biochemistry is now enabled by multiple technologies including protein mass spectrometry, genome and transcriptome sequencing and advances in bioinformatics. Yet, the assignment of function to fungal proteins, encoded either by in silico annotated, or unannotated genes, remains problematic. The purpose of this review is to describe the strategies used by many researchers to reveal protein function in fungi, and more importantly, to consolidate the nomenclature of 'unknown function protein' as opposed to 'hypothetical protein' - once any protein has been identified by protein mass spectrometry. A combination of approaches including comparative proteomics, pathogen-induced protein expression and immunoproteomics are outlined, which, when used in combination with a variety of other techniques (e.g. functional genomics, microarray analysis, immunochemical and infection model systems), appear to yield comprehensive and definitive information on protein function in fungi. The relative advantages of proteomic, as opposed to transcriptomic-only, analyses are also described. In the future, combined high-throughput, quantitative proteomics, allied to transcriptomic sequencing, are set to reveal much about protein function in fungi. "
positive,"Expression and characterization of a recombinant i-type lysozyme from the harlequin ladybird beetle Harmonia axyridis. Lysozymes are enzymes that destroy bacterial cell walls by hydrolysing the polysaccharide component of peptidoglycan. In insects, there are two classes of lysozymes, the c-type with muramidase activity and the i-type whose prototypical members from annelids and molluscs possess both muramidase and isopeptidase activities. Many insect genes encoding c-type and i-type lysozymes have been identified during genome and transcriptome analyses, but only c-type lysozymes have been functionally characterized at the protein level. Here we produced one of five i-type lysozymes represented in the immunity-related transcriptome of the invasive harlequin ladybird beetle Harmonia axyridis as recombinant protein. This was the only one containing the serine and histidine residues that are thought to be required for isopeptidase activity. This i-type lysozyme was recombinantly expressed in the yeast Pichia pastoris, but the purified protein was inactive in both muramidase and isopeptidase assays. Transcription and immunofluorescence analysis revealed that this i-type lysozyme is produced in the fat body but is not inducible by immune challenge. These data suggest that i-type lysozymes in insects may have acquired novel and as yet undetermined functions in the course of evolution. "
negative,"Evolutionary genetics in insect phenotypic radiations: the value of a comparative genomic approach. Expanding genome sequencing and transgenic technologies are enabling the discovery of genes driving phenotypic diversity across insect taxa. Limitations in downstream functional genetic approaches, however, have been an obstacle for developing non-model systems for evolutionary genetics. Phenotypically diverse radiations, such as those exhibiting convergence and divergence as a result of mimicry, are ideal for evolutionary genetics as they can lead to insights using comparative genomic approaches alone. The varied and repeated instances of phenotypes in highly polymorphic systems allow assessment of whether similar loci are repeatedly targeted by selection and can inform how alleles sort across lineages. Comparative genomics of these taxa can be used to decipher components of gene regulatory networks, dissect regulatory regions, and validate genes. "
negative,"Identification of a tubulin-α gene specifically expressed in testis and adductor muscle during stable reference gene selection in the hermaphrodite gonad of the lion's paw scallop Nodipecten subnodosus. For non-model species, as many used for aquaculture, with minimal or no genomic information, relative quantification of gene expression studies requires preliminary research including the isolation of potential reference genes and the identification of those stably expressed under the biological conditions of interest. Here we report on the isolation of five partial gene sequences from gonad tissue cDNA in the functional hermaphrodite scallop Nodipecten subnodosus to be evaluated as reference genes: 18S-rRNA, riboprotein l8 (rp-l8), actin-β (act-β), elongation factor 1α (ef-1α) and alpha-tubulin-α (tub-α). We found that 18S-rRNA was stably expressed independently of the priming method used to reverse transcribe RNA to cDNA, oligo-dT or random hexamer. Stability analysis for the five putative reference genes with geNorm and NormFinder indicated that 18S together with rp-l8 were the most stable genes for normalization of gene expression during gonad development in both, male and female sexual regions of the hermaphrodite N. subnodosus. The least stable gene was tub-α, showing a biased expression profile between sexual regions of the gonad, therefore this gene was analyzed thereafter as a target gene together with vitellogenin (vit) and a DEAD-box RNA helicase (dbx) gene. Relative expression, estimated by normalization with the combination of 18S and rp-l8 as reference genes, indicated that as gonad development advanced two of the target genes were up-regulated, tub-α in the male region and vit in the female region. Whereas an increased expression was expected during development for vit for its known role in vitellogenesis, the increased expression of tub-α in the male sexual region was unexpected, and pointed toward this gene being a testis-specific α-tubulin isotype. Further analyses of gene expression among tissues indicated that tub-α is specifically and highly expressed in the male gonad, although expression in adductor muscle was also observed at significantly lower levels. The existence of testis specific α- and β-tubulins has been previously reported in other taxa, relating their function to sperm axoneme formation. Tissue-specific tubulin genes, particularly their promoters, have recently found an application as native promoters for transgene tissue-specific expression in research and reproductive control of insect plagues. The third target gene, a putative member of the DEAD-box RNA helicase family (dbx), showed no changes in expression during gonad development or between sexual regions, therefore it was chosen to discuss the different statistical inferences resulting from the arbitrary use of 'randomly chosen' reference genes when normalizing gene expression. "
negative,"Genome analysis and genetic enhancement of tomato. The Solanaceae is an important family of vegetable crops, ornamentals and medicinal plants. Tomato has served as a model member of this family largely because of its enriched cytogenetic, genetic, as well as physical, maps. Mapping has helped in cloning several genes of importance such as Pto, responsible for resistance against bacterial speck disease, Mi-1.2 for resistance against nematodes, and fw2.2 QTL for fruit weight. A high-throughput genome-sequencing program has been initiated by an international consortium of 10 countries. Since heterochromatin has been found to be concentrated near centromeres, the consortium is focusing on sequencing only the gene-rich euchromatic region. Genomes of the members of Solanaceae show a significant degree of synteny, suggesting that the tomato genome sequence would help in the cloning of genes for important traits from other Solanaceae members as well. ESTs from a large number of cDNA libraries have been sequenced, and microarray chips, in conjunction with wide array of ripening mutants, have contributed immensely to the understanding of the fruit-ripening phenomenon. Work on the analysis of the tomato proteome has also been initiated. Transgenic tomato plants with improved abiotic stress tolerance, disease resistance and insect resistance, have been developed. Attempts have also been made to develop tomato as a bioreactor for various pharmaceutical proteins. However, control of fruit quality and ripening remains an active and challenging area of research. Such efforts should pave the way to improve not only tomato, but also other solanaceous crops. "
