category,text
negative,"Species-specific expansion of C2H2 zinc-finger genes and their expression profiles in silkworm, Bombyx mori. Most C2H2 zinc-finger proteins (ZFPs) function as sequence-specific DNA-binding transcription factors, and play important roles in a variety of biology processes, such as development, differentiation, and tumor suppression. By searching the silkworm genome with a HMM model of C2H2 zinc-fingers, we have identified a total of 338 C2H2 ZFPs. Most of the ZFP genes were clustered on chromosomes and showed uneven distribution in the genome. Over one third of genes were concentrated on chromosome 11, 15 and 24. Phylogenetic analysis classified all silkworm C2H2 ZFPs into 75 families; 63 of which belong to evolutionarily conserved families. In addition, 188 C2H2 ZFP genes (55.6%) are species-specific to the silkworm. A species-specific expansion of a family with 39 members in a tandem array on chromosome 24 may explain the higher number of species-specific ZFPs in silkworm compared to other organisms. The expression patterns of C2H2 ZFP genes were also examined by microarray analysis. Most of these genes were actively expressed among different tissues on day 3 of the fifth instar. The results provide insight into the biological functions of the silkworm C2H2 ZFP genes in metamorphism and development. "
negative,"A case for sequencing the genome of Musca domestica (Diptera: Muscidae). House flies are carriers of >100 devastating diseases that have severe consequences for human and animal health. Despite the fact that it is a passive vector, a key bottleneck to progress in controlling the human diseases transmitted by house flies is lack of knowledge of the basic molecular biology of this species. Sequencing of the house fly genome will provide important inroads to the discovery of novel target sites for house fly control, understanding of the house fly immune response, rapid elucidation of insecticide resistance genes, and understanding of numerous aspects of the basic biology of this insect pest. The ability of the house fly to prosper in a remarkably septic environment motivates analysis of its innate immune system. Its polymorphic sex determination system, with male-determining factors on either the autosomes or the Y chromosome, is ripe for a genomic analysis. Sequencing of the house fly genome would allow the first opportunity to study the interactions between a pest insect and its parasitoid (Nasonia vitripennis) at the whole genome level. In addition, the house fly is well placed phylogenetically to leverage analysis of the multiple Dipteran genomes that have been sequenced (including several mosquito and Drosophila species). The community of researchers investigating Musca domestica are well prepared and highly motivated to apply genomic analyses to their widely varied research programs. "
negative,"A new versatile gene-trap vector for insect transgenics. A new piggyBac-based gene-trap vector, pB-GT1, was constructed. pB-GT1 contains three marker genes, dsRed, Gal4, and EGFP. dsRed is under the control of the constitutive 3xP3 promoter, which induces dsRed expression wherever the vector is inserted in the host genome. The Gal4 sequence has no promoter but is preceded by the splice acceptor site so that it can be transcribed as a transcript fused with the host exon 5' to the insertion site. EGFP is driven by the constitutive ie+hr promoter but lacks a poly(A)(+) signal sequence, and thus the EGFP expression is detectable only when its transcript is fused with the host exon 3' downstream of the insertion. By the microinjection of the vector into fertilized eggs, we obtained transgenic Drosophila with a single copy of pB-GT1, which was inserted into the first intron of the ovo gene. The female flies of this transgenic line are sterile, indicating that the insertion inactivated the ovo gene, generating a new allele of this locus, ovo(pB-GT1). RT-PCR analysis demonstrated that an ovo-Gal4-fusion transcript is produced in ovo(pB-GT1) flies. The fact that UAS-EGFP reporter expression was detected in ovo(pB-GT1) germ cells in a pattern similar to that reported for wild-type ovo indicates that functional Gal4 is expressed via pB-GT1, recapitulating the endogenous expression pattern of the trapped gene. pB-GT1 is thus useful in insect genomics for the efficient assignment of functions of individual genes. "
positive,"Carboxylesterase genes in pyrethroid resistant house flies, Musca domestica. Carboxylesterases are one of the major enzyme families involved in the detoxification of pyrethroids. Up-regulation of carboxylesterase genes is thought to be a major component of insecticide resistant mechanisms in insects. Based on the house fly transcriptome and genome database, a total of 39 carboxylesterase genes of different functional clades have been identified in house flies. In this study, eleven of these genes were found to be significantly overexpressed in the resistant ALHF house fly strain compared with susceptible aabys and wild-type CS strains. Eight up-regulated carboxylesterase genes with their expression levels were further induced to a higher level in response to permethrin treatments, indicating that constitutive and inductive overexpression of carboxylesterases are co-responsible for the enhanced detoxification of insecticides. Spatial expression studies revealed these up-regulated genes to be abundantly distributed in fat bodies and genetically mapped on autosome 2 or 3 of house flies, and their expression could be regulated by factors on autosome 1, 2 and 5. Taken together, these results demonstrate that multiple carboxylesterase genes are co-upregulated in resistant house flies, providing further evidence for their involvement in the detoxification of insecticides and development of insecticide resistance. "
positive,"Molecular characterization of an NADPH cytochrome P450 reductase from Bemisia tabaci Q: Potential involvement in susceptibility to imidacloprid. NADPH cytochrome P450 reductase (CPR) is an integral component of cytochrome P450-mediated biological reactions, such as the metabolism of xenobiotics, including insecticides. CPR has been reported to be associated with insecticide tolerance in several insects. However, the biochemical characteristics and biological function of CPR in Bemisia tabaci Q (BtCPR) remain undefined. In this study, BtCPR was cloned, and bioinformatic analysis showed that BtCPR is a transmembrane protein with a molecular weight (MW) of 76.73 kDa and contains conserved binding domains (FMN, FAD, and NADPH). Tissue- and developmental stage-dependent expression indicated that the highest expression levels of BtCPR occurred in head tissue and in male adults. Transcripts of BtCPR in the field B. tabaci Q strain were 1.62-fold higher than those of the laboratory B. tabaci Q strain. In both field and laboratory adults, the susceptibility of BtCPR-knockdown B. tabaci Q to imidacloprid substantially increased compared to that of the B. tabaci Q control group. Furthermore, the heterologous expression of BtCPR in Sf9 cells exhibited catalytic activity for cytochrome c reduction, following Michaelis-Menten kinetics. Sf9 cells overexpressing BtCPR had greater viability than the control cells when treated with imidacloprid. The results suggest that BtCPR could affect the susceptibility of B. tabaci Q to imidacloprid and could also be considered a novel target for pest control. "
negative,"Evaluation of DNA barcoding and identification of new haplomorphs in Canadian deerflies and horseflies. This paper reports the first tests of the suitability of the standardized mitochondrial cytochrome c oxidase subunit I (COI) barcoding system for the identification of Canadian deerflies and horseflies. Two additional mitochondrial molecular markers were used to determine whether unambiguous species recognition in tabanids can be achieved. Our 332 Canadian tabanid samples yielded 650 sequences from five genera and 42 species. Standard COI barcodes demonstrated a strong A + T bias (mean 68.1%), especially at third codon positions (mean 93.0%). Our preliminary test of this system showed that the standard COI barcode worked well for Canadian Tabanidae: the target DNA can be easily recovered from small amounts of insect tissue and aligned for all tabanid taxa. Each tabanid species possessed distinctive sets of COI haplotypes which discriminated well among species. Average conspecific Kimura two-parameter (K2P) divergence (0.49%) was 12 times lower than the average divergence within species. Both the neighbour-joining and the Bayesian methods produced trees with identical monophyletic species groups. Two species, Chrysops dawsoni Philip and Chrysops montanus Osten Sacken (Diptera: Tabanidae), showed relatively deep intraspecific sequence divergences (∼ 10 times the average) for all three mitochondrial gene regions analysed. We suggest provisional differentiation of Ch. montanus into two haplotypes, namely, Ch. montanus haplomorph 1 and Ch. montanus haplomorph 2, both defined by their molecular sequences and by newly discovered differences in structural features near their ocelli. "
negative,"A large-scale gene discovery for the red palm weevil Rhynchophorus ferrugineus (Coleoptera: Curculionidae). The red palm weevil (RPW; Rhynchophorus ferrugineus) is a devastating pest of palms, prevalent in the Middle East as well as many other regions of the world. Here, we report a large-scale de novo complementary DNA (cDNA) sequencing effort that acquired ∼5 million reads and assembled them into 26 765 contigs from 12 libraries made from samples of different RPW developmental stages based on the Roche / 454 GS FLX platform. We annotated these contigs based on the publically available known insect genes and the Tribolium castaneum genome assembly. We find that over 80% of coding sequences (CDS) from the RPW contigs have high-identity homologs to known proteins with complete CDS. Gene expression analysis shows that the pupa and larval stages have the highest and lowest expression levels, respectively. In addition, we also identified more than 60 000 single nucleotide polymorphisms and 1 200 simple sequence repeat markers. This study provides the first large-scale cDNA dataset for RPW, a much-needed resource for future molecular studies.  "
negative,"Molecular evidence for similarity between Anopheles hyrcanus (Diptera: Culicidae) and Anopheles pseudopictus (Diptera: Culicidae), sympatric potential vectors of malaria in France. Malaria was a former public health problem in the Camargue, southeastern France, where members of the Hyrcanus group were recently described as the main malaria potential vectors. However, the systematic status in this group, which includes at least two sympatric sibling species, Anopheles hyrcanus (Pallas) and Anopheles pseudopictus Grassi as well as a morphologically intermediate form in the Camargue, is unclear. Indeed, both species have been alternatively considered as separated or synonymous species. We examined sequence variation of the internal transcribed spacer (ITS) 2 and domain-3 (D3) of 28S ribosomal DNA and the cytochrome oxidase subunit I and II (COI and COII) genes of mitochondrial DNA of the Hyrcanus group mosquitoes from the Camargue and Turkey to infer the taxonomic status of the members of this group. DNA sequence analysis of ITS2 and D3 showed no difference between either species or geographical origin (mean pairwise genetic distances d = 0.000-0.003). The COI and COII sequences between French specimens also were nearly identical (d = 0.001-0.002), whereas French and Turkish Anopheles were genetically distinct (d = 0.009-0.014). The distinction between populations of the two areas, supported, respectively, by four and five fixed mutations, attested the differentiation by the distance. Finally, the high degree of genetic similarity, despite morphological differences between An. hyrcanus, An. pseudopictus, and an intermediate form, suggests that these three taxa may belong to a single species in the Camargue. "
negative,"Genomic organization and developmental pattern of expression of the engrailed gene from the brine shrimp Artemia. We report the isolation and characterization of an engrailed gene in the crustacean Artemia franciscana. The Artemia gene spans a genomic region of 15 kilobases and the coding sequence is interrupted by two introns. It appears to be the only gene of the engrailed family present in the Artemia genome. The predicted engrailed-like protein is 349 amino acids long and contains several domains including the homeodomain, well conserved when compared to other proteins of the engrailed family. Based on sequence comparisons we have detected, in the Artemia engrailed protein, several features which are in common with the Drosophila and Bombyx engrailed proteins. It also has some features specific for invected proteins. Therefore, this gene appears to have diverged from an ancestral gene common to both the engrailed and invected insect genes. Whole-mount in situ hybridization experiments show that the expression of this gene in postembryonic development of Artemia is restricted to the posterior part of at least the thoracic and maxillary segments. The pattern is generated sequentially from a growth zone organized in columns of cells close to the caudal region of the larvae. Cell proliferation in the growth zone follows an interspersed pattern without evidence of early lineage restrictions. The engrailed expression is detected in the growth zone before any segmentation is visible and continues to be expressed in a posterior location in the segments that are morphologically defined. Initially expressed in isolated cells, it spreads into rows broadening to two-three cells as segments mature. The evidence presented here is compatible with the hypothesis that intercellular signaling mechanisms are in part responsible of the early activation of selector genes. "
positive,"Identification and Expression Profiling of Odorant Receptor Protein Genes in Sitophilus zeamais (Coleoptera: Curculionoidea) Using RT-qPCR. This study aimed to identify ORs (odorant receptors) and Orco (odorant receptor coreceptor) genes in Sitophilus zeamais Motschulsky (Coleoptera: Curculionoidea), to explore the relative expression levels of these genes in different adult tissues and obtain information on highly expressed receptor proteins. Putative OR and Orco genes were identified from transcriptomic data previously obtained for S. zeamais using bioinformatics methods. Quantitative real-time PCR was used to compare the differences in expression in seven adult tissues (male antennae, female antennae, heads, thoraxes, abdomens, wings, and legs). The candidate OR and Orco gene sequences were analyzed, and the protein physicochemical properties were predicted. We identified 64 OR genes including the Orco gene. Forty-seven OR genes, including Orco, were over expressed in male or female antennae. Seventeen OR genes appeared to be expressed at elevated levels in male antennae. Twenty-nine genes were expressed at significantly elevated levels in female antennae. In total, 11 OR genes were selected for further sequence analysis. The selected proteins were structurally characterized, and bioinformatics analysis was performed. Overall, in this study, candidate ORs of S. zeamais have been identified for the first time, and these ORs could be molecular targets for interference in the insect olfactory system. "
negative,"Dosage analysis of Z chromosome genes using microarray in silkworm, Bombyx mori. In many organisms, dosage compensation is needed to equalize sex-chromosome gene expression in males and females. Several genes on silkworm Z chromosome were previously detected to show a higher expression level in males and lacked dosage compensation. Whether silkworm lacks global dosage compensation still remains poorly known. Here, we analyzed male:female (M:F) ratios of expression of chromosome-wide Z-linked genes in the silkworm using microarray data. The expression levels of genes on Z chromosome in each tissue were significantly higher in males compared to females, which indicates no global dosage compensation in silkworm. Interestingly, we also found some genes with no bias (M:F ratio: 0.8-1.2) on the Z chromosome. Comparison of male-biased (M:F ratio more than 1.5) and unbiased genes indicated that the two sets of the genes have functional differences. Analysis of gene expression by sex showed that M:F ratios were, to some extent, associated with their expression levels. These results provide useful clues to further understanding roles of dosage of Z chromosome and some Z-linked sexual differences in silkworms. "
negative,"Chemosensory proteins in the honey bee: Insights from the annotated genome, comparative analyses and expressional profiling. Small chemosensory proteins (CSPs) belong to a conserved, but poorly understood protein family that has been implicated in transporting chemical stimuli within insect sensilla. However, their expression patterns suggest that these molecules are also critical for other functions including early development. Here we used both bioinformatics and experimental approaches to characterize the CSP gene family in a social insect, the Western honey bee Apis mellifera, and then compared its members to CSPs in other arthropods. The number of CSPs in the honey bee genome (six) is similar to that found in the sequenced dipteran species (four-seven), but is much lower than the number of CSPs in the moth or in the beetle (around 20 each). These differences seem to be the result of lineage specific expansions. Our analysis of CSPs in a number of arthropods reveals a conserved gene family found in both Mandibulates and Chelicerates. Expressional profiling in diverse tissues and throughout development reveals broader than expected patterns of expression with none of the CSPs restricted to the antennae and one found only in the queen ovaries and in embryos. We conclude that CSPs are multifunctional context-dependent proteins involved in diverse cellular processes ranging from embryonic development to chemosensory signal transduction. Some CSPs may function in cuticle synthesis, consistent with their evolutionary origins in the arthropods. "
positive,"Functional analysis of saxophone, the Drosophila gene encoding the BMP type I receptor ortholog of human ALK1 / ACVRL1 and ACVR1 / ALK2. In metazoans, bone morphogenetic proteins (BMPs) direct a myriad of developmental and adult homeostatic events through their heterotetrameric type I and type II receptor complexes. We examined 3 existing and 12 newly generated mutations in the Drosophila type I receptor gene, saxophone (sax), the ortholog of the human Activin Receptor-Like Kinase1 and -2 (ALK1 / ACVRL1 and ALK2 / ACVR1) genes. Our genetic analyses identified two distinct classes of sax alleles. The first class consists of homozygous viable gain-of-function (GOF) alleles that exhibit (1) synthetic lethality in combination with mutations in BMP pathway components, and (2) significant maternal effect lethality that can be rescued by an increased dosage of the BMP encoding gene, dpp+. In contrast, the second class consists of alleles that are recessive lethal and do not exhibit lethality in combination with mutations in other BMP pathway components. The alleles in this second class are clearly loss-of-function (LOF) with both complete and partial loss-of-function mutations represented. We find that one allele in the second class of recessive lethals exhibits dominant-negative behavior, albeit distinct from the GOF activity of the first class of viable alleles. On the basis of the fact that the first class of viable alleles can be reverted to lethality and on our ability to independently generate recessive lethal sax mutations, our analysis demonstrates that sax is an essential gene. Consistent with this conclusion, we find that a normal sax transcript is produced by saxP, a viable allele previously reported to be null, and that this allele can be reverted to lethality. Interestingly, we determine that two mutations in the first class of sax alleles show the same amino acid substitutions as mutations in the human receptors ALK1 / ACVRl-1 and ACVR1 / ALK2, responsible for cases of hereditary hemorrhagic telangiectasia type 2 (HHT2) and fibrodysplasia ossificans progressiva (FOP), respectively. Finally, the data presented here identify different functional requirements for the Sax receptor, support the proposal that Sax participates in a heteromeric receptor complex, and provide a mechanistic framework for future investigations into disease states that arise from defects in BMP / TGF-beta signaling. "
negative,"The complete mitogenome sequences of the palaeopteran insects Ephemera orientalis (Ephemeroptera: Ephemeridae) and Davidius lunatus (Odonata: Gomphidae). Currently, the palaeopteran lineages (insect orders Ephemeroptera and Odonata) that have a problematic relationship with neopteran lineages are poorly represented by mitogenome sequences. In this study, we have determined the complete mitogenome of the oriental mayfly, Ephemera orientalis (Ephemeroptera: Ephemeridae), and the dragonfly Davidius lunatus (Odonata: Gomphidae). The 16 463 bp mitogenome of E. orientalis and the 15 912 bp mitogenome of D. lunatus have many of the features typically detected in insect mitogenomes. Although the initiation codon for the D. lunatus COI gene is the typical ATA, E. orientalis is unusual in that no typical start codon was detected in the start region of the COI gene. The A+T-rich regions of both mitogenomes have some unusual features. The E. orientalis A+T-rich region harbors two identical 55 bp sequences separated by 158 bp, and the D. lunatus A+T-rich region harbors a tandem repeat comprising two identical 261 bp copies and one partial copy of the repeat. Additionally, the A+T-rich regions of both mitogenomes harbor the stem-and-loop structures flanked by the conserved sequences ""TA(A)TA"" at the 5' end and ""G(A)nT"" at the 3' end, which have been suggested to be the signals involved in minor strand replication initiation. Furthermore, the D. lunatus A+T-rich region contains two tRNA-like structures with proper anticodon and cloverleaf structures. "
negative,"The complete mitochondrial genome sequence of the Mormon cricket (Anabrus simplex: Tettigoniidae: Orthoptera) and an analysis of control region variability. The Anabrus simplex is a swarming plague orthopteran found in western North America. The genome is 15 766 bp in length and genome organization follows the ancestral insect gene arrangement. atp6 lacked any readily identifiable stop codon. Examination of mRNA secondary structure for this gene suggested a stem / loop-mediated mRNA post-transcriptional processing to liberate a mature atp6 mRNA with a complete stop codon produced by polyadenylation. Comparison of similar protein with protein gene boundaries in other insect species reveal a general mechanism for mRNA excision and provide further supporting evidence for post-transcriptional mRNA processing in mitochondrial genomes. The A + T-rich region, or control region, was sequenced for 55 A. simplex individuals from 12 different populations. Variance studies between these individuals show that the A + T-rich region contains significant phylogenetic signal to be used in population studies. "
positive,"MiR-219 represses expression of dFMR1 in Drosophila melanogaster. AIMS: Fragile X mental retardation protein (FMRP) plays a vital role in mRNA trafficking and translation inhibition to regulate the synthesis of local proteins in neuronal axons and dendritic terminals. However, there are no reports on microRNA (miRNA)-mediated regulation of FMRP levels in Drosophila. Here, we aimed to identify miRNAs regulating FMRP levels in Drosophila. MAIN METHODS: Using online software, we predicted and selected 11 miRNAs potentially acting on the Drosophila fragile X mental retardation 1 (dFMR1) transcript. These candidates were screened for modulation of dFMR1 transcript levels at the cellular level using a dual luciferase reporter system. In addition, we constructed a transgenic Drosophila model overexpressing miR-219 in the nervous system and quantified dFMRP by western blotting. The neuromuscular junction phenotype in the model was studied by immunofluorescence staining. KEY FINDINGS: Among the 11 miRNAs screened, miR-219 and miR-960 reduced luciferase gene activity by binding to the 3'-UTR of the dFMR1 transcript. Mutation of the miR-219 or miR-960 binding sites on the transcript resulted in complete or partial elimination of the miRNA-induced repression. Western blots revealed that dFMRP expression was decreased in the miR-219 overexpression model (Elav>miR-219). Drosophila larvae overexpressing miR-219 showed morphological abnormalities at the neuromuscular junction (increased synaptic boutons and synaptic branches). This finding is consistent with some phenotypes observed in dfmr1 mutants. SIGNIFICANCE: Our results suggest that miR-219 regulates dFMR1 expression in Drosophila and is involved in fragile X syndrome pathogenesis. Collectively, these findings expand the current understanding of miRNA-mediated regulation of target molecule-related functions. "
negative,"The molecular basis of social behavior: models, methods and advances. Elucidating the molecular and neural basis of complex social behaviors such as communal living, division of labor and warfare requires model organisms that exhibit these multi-faceted behavioral phenotypes. Social insects, such as ants, bees, wasps and termites, are attractive models to address this problem, with rich ecological and ethological foundations. However, their atypical systems of reproduction have hindered application of classical genetic approaches. In this review, we discuss how recent advances in social insect genomics, transcriptomics, and functional manipulations have enhanced our ability to observe and perturb gene expression, physiology and behavior in these species. Such developments begin to provide an integrated view of the molecular and cellular underpinnings of complex social behavior. "
negative,"Interaction of plant defense compounds with the insect gut: new insights from genomic and molecular analyses. The co-evolutionary conflict between insect herbivores and their host plants is profoundly influenced by biochemical reactions associated with passage of toxin-laden plant material through the herbivore digestive canal. Insect herbivores provide excellent models in which to understand the mechanistic interplay between nutrition and detoxification, how plant defense compounds hijack these processes, and how insects adapt to host defense chemistry. Expanding genome sequence information and genetic approaches to manipulate gene function in both interacting partners are providing new insights into the genetic underpinnings of host preference and plasticity in gut physiology. Fundamental knowledge gained from these studies has practical application in understanding how insects evolve resistance to pesticides, and may also inform efforts to better understand how plant chemicals impact human health. "
negative,"Complete mitochondrial genome of the stonefly Cryptoperla stilifera Sivec (Plecoptera: Peltoperlidae) and the phylogeny of Polyneopteran insects. We present the complete mitogenome of a stonefly, Cryptoperla stilifera Sivec (Plecoptera; Peltoperlidae). The mitogenome was a circular molecule consisting of 15,633 nucleotides, 37 genes and a A+T-rich region. C. stilifera mitogenome was similar to Pteronarcys princeps mitogenome (Plecoptera; Pteronarcyidae). All transfer RNA genes (tRNAs) had typical cloverleaf secondary structures except for trnSer (AGN), where the stem-loop structure of the dihydrouridine (DHU) arm was missing. The A+T-rich region of C. stilifera had two stem-loops and each had two interlink. Three conserved sequence blocks (CSBs) were present in the A+T-rich regions of C. stilifera, Peltoperla tarteri and Peltoperla arcuata. Moreover, many polynucleotide stretches (Poly N, N=A, T and C) in the A+T-rich region of C. stilifera Phylogenetic relationships of Polyneopteran species were constructed based on the nucleotide sequences of 13 protein coding genes (PCGs). Both maximum likelihood (ML) and Bayesian inference (BI) analyses supported Grylloblattodea as the sister group to Plecoptera+Dermaptera and Embiidina and Phasmatodea as sister groups. "
negative,"Enhanced production of spinosad in Saccharopolyspora spinosa by genome shuffling. Spinosad (spinosyns A and D) is a mixture of secondary metabolites produced by Saccharopolyspora spinosa. It is used in agriculture as a potent insect control agent with exceptional safety to non-target organisms. In this study, we applied genome shuffling of S. spinosa to achieve a rapid improvement of spinosad production. Ten strains with subtle improvements in spinosad production were obtained from the populations generated by the mutation with nitrosoguanidine and ultraviolet irradiation, and then they were subjected for recursive protoplast fusion. After four rounds of genome shuffling, a high yielding strain, designated as S. spinosa 4-7, was successfully isolated. Its production reached 547 mg / L, which was increased by 200.55% and 436.27% in comparison with that of the highest parent strain and the original strain, respectively. The subculture experiments indicated that the high producer of S. spinosa 4-7 was stable. Spinosad fermentation experiments by S. spinosa 4-7 were carried out in a 5-L fermentor, and its production of spinosad reached 428 mg / L after 168 h of fermentation. "
negative,"Bombyx small RNAs: genomic defense system against transposons in the silkworm, Bombyx mori. Selfish genetic elements called transposons can insert themselves at new locations in host genomes to modify gene structure and alter gene expression. Expansion of transposons can occur when novel transposition events are transmitted to subsequent generations after germline hopping. Therefore, organisms seem likely to have evolved defense mechanisms to silence transposons in the germline. Recently, small RNAs interacting with Piwi proteins (piwi-interacting RNAs: piRNAs) have been demonstrated to be involved in genomic defense mechanism against transposons. Here, we show that piRNA-like small RNAs are present abundantly in the Bombyx ovary. We cloned 38,493 kinds of Bombyx small RNA from the ovary and performed functional characterization. Bombyx small RNAs showed a unimodal length distribution with a peak at 28nt and a strong bias for U at the 5' end. We found that 12,869 kinds of Bombyx small RNAs were associated with transposons or repetitive sequences. We classified them as repeat-associated small interfering RNAs (rasiRNAs), a subclass of piRNAs. Notably, antisense rasiRNAs have a strong bias toward U at 5' ends; in contrast, sense rasiRNAs have a strong bias toward A at nucleotide position 10, indicating that the piRNA amplification loop proposed in Drosophila is evolutionarily conserved in Bombyx. These results suggest that Bombyx small RNAs regulate transposon activity. "
negative,"The pea aphid genome sequence brings theories of insect defense into question. The genome sequence of the pea aphid is the first for a basal hemimetabolous insect and provides insights into developmental plasticity, symbiosis and insect immunity. "
negative,"Genetic diversity of Nyssorhynchus (Anopheles) darlingi related to biting behavior in western Amazon. BACKGROUND: In the Amazon Basin, Nyssorhynchus (Anopheles) darlingi is the most aggressive and effective malaria vector. In endemic areas, behavioral aspects of anopheline vectors such as host preference, biting time and resting location post blood meal have a key impact on malaria transmission dynamics and vector control interventions. Nyssorhynchus darlingi presents a range of feeding and resting behaviors throughout its broad distribution. METHODS: To investigate the genetic diversity related to biting behavior, we collected host-seeking Ny. darlingi in two settlement types in Acre, Brazil: Granada (~ 20-year-old, more established, better access by road, few malaria cases) and Remansinho (~ 8-year-old, active logging, poor road access, high numbers malaria cases). Mosquitoes were classified by the location of collection (indoors or outdoors) and time (dusk or dawn). RESULTS: Genome-wide SNPs, used to assess the degree of genetic divergence and population structure, identified non-random distributions of individuals in the PCA for both location and time analyses. Although genetic diversity related to behavior was confirmed by non-model-based analyses and FST values, model-based STRUCTURE detected considerable admixture of these populations. CONCLUSIONS: To our knowledge, this is the first study to detect genetic markers associated with biting behavior in Ny. darlingi. Additional ecological and genomic studies may help to understand the genetic basis of mosquito behavior and address appropriate surveillance and vector control. "
negative,"The mitochondrial genomes of soft ticks have an arrangement of genes that has remained unchanged for over 400 million years. There are two major groups of ticks: soft ticks and hard ticks. The hard ticks comprise the prostriate ticks and the metastriate ticks. The mitochondrial (mt) genomes of one species of prostriate tick and two species of metastriate ticks had been sequenced prior to our study. The prostriate tick has the ancestral arrangement of mt genes of arthropods, whereas the two metastriate ticks have rearrangements of eight genes and duplicate control regions. However, the arrangement of genes in the mt genomes of soft ticks had not been studied. We sequenced the mt genomes of two species of soft ticks, Carios capensis and Ornithodoros moubata, and a metastriate tick, Haemaphysalis flava. We found that the soft ticks have the ancestral arrangement of mt genes of arthropods, whereas the metastriate tick, H. flava, shares the rearrangements of mt genes and duplicate control regions with the other two metastriate ticks that have previously been studied. Our study indicates that gene rearrangements and duplicate control regions in mt genomes occurred once in the most recent common ancestor of metastriate ticks, whereas the ancestral arrangement of arthropods has remained unchanged for over 400 million years in the lineages leading to the soft ticks and the prostriate ticks. "
negative,"Multiple coding sequences for the genome-linked virus protein (VPg) in dicistroviruses. N-terminal Edman sequencing of the genome-linked viral protein (VPg) of Plautia stali intestine virus (PSIV, Dicistroviridae) detected heterologus residues. The VPg sequence determined was found to be triplicated in the nonstructural protein precursor. Multiple VPg-like sequences were also found in 10 of the 12 dicistroviruses with a maximum of six copies in Solenopsis invicta virus-1. We postulate that redundant VPg coding sequences facilitate multiplication of dicistroviruses, because fewer cycle of translation of the nonstructural protein precursor produces larger amounts of VPg proteins in parallel with the increased production of capsid proteins by the intergenic internal ribosome entry site mediated translation. "
negative,"Mosquito-borne Inkoo virus in northern Sweden - isolation and whole genome sequencing. BACKGROUND: Inkoo virus (INKV) is a less known mosquito-borne virus belonging to Bunyaviridae, genus Orthobunyavirus, California serogroup. Studies indicate that INKV infection is mainly asymptomatic, but can cause mild encephalitis in humans. In northern Europe, the sero-prevalence against INKV is high, 41% in Sweden and 51% in Finland. Previously, INKV RNA has been detected in adult Aedes (Ae.) communis, Ae. hexodontus and Ae. punctor mosquitoes and Ae. communis larvae, but there are still gaps of knowledge regarding mosquito vectors and genetic diversity. Therefore, we aimed to determine the occurrence of INKV in its mosquito vector and characterize the isolates. METHODS: About 125,000 mosquitoes were collected during a mosquito-borne virus surveillance in northern Sweden during the summer period of 2015. Of these, 10,000 mosquitoes were processed for virus isolation and detection using cell culture and RT-PCR. Virus isolates were further characterized by whole genome sequencing. Genetic typing of mosquito species was conducted by cytochrome oxidase subunit I (COI) gene amplification and sequencing (genetic barcoding). RESULTS: Several Ae. communis mosquitoes were found positive for INKV RNA and two isolates were obtained. The first complete sequences of the small (S), medium (M), and large (L) segments of INKV in Sweden were obtained. Phylogenetic analysis showed that the INKV genome was most closely related to other INKV isolates from Sweden and Finland. Of the three INKV genome segments, the INKV M segment had the highest frequency of non-synonymous mutations. The overall G / C-content of INKV genes was low for the N / NSs genes (43.8-45.5%), polyprotein (Gn / Gc / NSm) gene (35.6%) and the RNA polymerase gene (33.8%) This may be due to the fact that INKV in most instances utilized A or T in the third codon position. CONCLUSIONS: INKV is frequently circulating in northern Sweden and Ae. communis is the key vector. The high mutation rate of the INKV M segment may have consequences on virulence. "
negative,"Ecological genomics of Boechera stricta: identification of a QTL controlling the allocation of methionine- vs branched-chain amino acid-derived glucosinolates and levels of insect herbivory. In the Brassicaceae, glucosinolates influence the feeding, reproduction and development of many insect herbivores. Glucosinolate production and effects on herbivore feeding have been extensively studied in the model species, Arabidopsis thaliana and Brassica crops, both of which constitutively produce leaf glucosinolates mostly derived from the amino acid, methionine. Much less is known about the regulation or role in defense of glucosinolates derived from other aliphatic amino acids, such as the branched-chain amino acids (BCAA), valine and isoleucine. We have identified a glucosinolate polymorphism in Boechera stricta controlling the allocation to BCAA- vs methionine-derived glucosinolates in both leaves and seeds. B. stricta is a perennial species that grows in mostly undisturbed habitats of western North America. We have measured glucosinolate profiles and concentrations in 192 F(2) lines that have earlier been used for genetic map construction. We also performed herbivory assays on six F(3) replicates per F(2) line using the generalist lepidopteran, Trichoplusia ni. Quantitative trait locus (QTL) analysis identified a single locus controlling both glucosinolate profile and levels of herbivory, the branched chain-methionine allocation or BCMA QTL. We have delimited this QTL to a small genomic region with a 1.0 LOD confidence interval just 1.9 cm wide, which, in A. thaliana, contains approximately 100 genes. We also found that methionine-derived glucosinolates provided significantly greater defense than the BCAA-derived glucosinolates against feeding by this generalist insect herbivore. The future positional cloning of this locus will allow for testing various adaptive explanations. "
