category,text
negative,"Isolation and characterization of a retroelement from B chromosome (PSR) in the parasitic wasp Nasonia vitripennis. Molecular characterization of the paternal-sex-ratio (PSR) chromosome in Nasonia vitripennis (Hymenoptera: Pteromalidae) has led to the isolation of a dispersed repetitive element. The element is a LTR-containing retrotransposon which has been named NATE (NAsonia Transposable Element). NATE has direct terminal repeats and has an internal amino acid sequence similar to reverse transcriptases of other retroelements. Phylogenetic analysis indicates NATE is a member of the Gypsy / Ty3 group of retrotransposons, and represents the first isolated from Hymenoptera. Five closely related copies of NATE were isolated from the PSR chromosome, but cross-hybridizing elements were not detected on the autosomes of N. vitripennis. Strongly cross-hybridizing elements were, however, detected in two other Nasonia species. This observed distribution of NATE is interesting, because the supernumerary PSR chromosome may be derived from the genome of a sibling species of N. vitripennis. "
negative,"The Aedes aegypti genome: a comparative perspective. The sequencing of the second mosquito genome, Aedes aegypti, in addition to Anopheles gambiae, is a major milestone that will drive molecular-level and genome-wide high-throughput studies of not only these but also other mosquito vectors of human pathogens. Here we overview the ancestry of the mosquito genes, list the major expansions of gene families that may relate to species adaptation processes, as exemplified by CYP9 cytochrome P450 genes, and discuss the conservation of chromosomal gene arrangements among the two mosquitoes and fruit fly. Many more invertebrate genomes are expected to be sequenced in the near future, including additional vectors of human pathogens (see http: /  / www.vectorbase.org), and further comparative analyses will become increasingly refined and informative, hopefully improving our understanding of the genetic basis of phenotypical differences among these species, their vectorial capacity, and ultimately leading to the development of novel disease control strategies. "
negative,"Molecular evolutionary trends and feeding ecology diversification in the Hemiptera, anchored by the milkweed bug genome. BACKGROUND: The Hemiptera (aphids, cicadas, and true bugs) are a key insect order, with high diversity for feeding ecology and excellent experimental tractability for molecular genetics. Building upon recent sequencing of hemipteran pests such as phloem-feeding aphids and blood-feeding bed bugs, we present the genome sequence and comparative analyses centered on the milkweed bug Oncopeltus fasciatus, a seed feeder of the family Lygaeidae. RESULTS: The 926-Mb Oncopeltus genome is well represented by the current assembly and official gene set. We use our genomic and RNA-seq data not only to characterize the protein-coding gene repertoire and perform isoform-specific RNAi, but also to elucidate patterns of molecular evolution and physiology. We find ongoing, lineage-specific expansion and diversification of repressive C2H2 zinc finger proteins. The discovery of intron gain and turnover specific to the Hemiptera also prompted the evaluation of lineage and genome size as predictors of gene structure evolution. Furthermore, we identify enzymatic gains and losses that correlate with feeding biology, particularly for reductions associated with derived, fluid nutrition feeding. CONCLUSIONS: With the milkweed bug, we now have a critical mass of sequenced species for a hemimetabolous insect order and close outgroup to the Holometabola, substantially improving the diversity of insect genomics. We thereby define commonalities among the Hemiptera and delve into how hemipteran genomes reflect distinct feeding ecologies. Given Oncopeltus's strength as an experimental model, these new sequence resources bolster the foundation for molecular research and highlight technical considerations for the analysis of medium-sized invertebrate genomes. "
positive,"BmCAP, a silkmoth gene encoding multiple protein isoforms characterized by SoHo and SH3 domains: expression analysis during ovarian follicular development. CAP / ArgBP2 / vinexin family proteins, adaptor proteins characterized by three SH3 domains at their C-termini and a SoHo domain towards their N-termini, are known to regulate cell adhesion, cytoskeletal organization, and growth factor signaling. Here we present the isolation and ovarian expression of the BmCAP gene which encodes CAP / ArgBP2 / vinexin family proteins in the silkmoth, Bombyx mori. Screening for full-length cDNA clones identified three mRNA isoforms, BmCAP-A1, BmCAP-A2 and BmCAP-B, which show expression throughout ovarian follicular development. Using an antibody raised against a unique region between the SoHo and SH3 domains, BmCAP-A protein isoforms were identified that show specific expression in different compartments of the ovarian follicles. Immunofluorescence staining of the cells of the follicular epithelium establishes a dynamic pattern of BmCAP-A protein localization during choriogenesis. During early choriogenesis, BmCAP-A has a diffuse localization in the cytoplasm but could also be found concentrated at the apical and basal sides at the cell-cell junctions. During late choriogenesis, the diffuse cytoplasmic staining of BmCAP-A disappears while the staining pattern at the apical side resembles a blueprint for the eggshell surface structure. We suggest that BmCAP-A isoforms have important functions during ovarian development, which involve not only the traditional roles in actin organization or cell-cell adhesion but also the regulation of secretion of chorion proteins and the sculpting of the chorion surface. "
positive,"Changes in the expression of four ABC transporter genes in response to imidacloprid in Bemisia tabaci Q (Hemiptera: Aleyrodidae). Bemisia tabaci (Gennadius) (Hemiptera: Aleyrodidae), a globally invasive species complex that causes serious damage to field crops, has developed resistance to imidacloprid and many other pesticides. Insect detoxify to pesticides may partially depend on ABC transporters, which contribute to the detoxification of xenobiotics. To determine whether genes in the ABCG subfamily are involved in imidacloprid detoxification in B. tabaci Q, we cloned four ABCG subfamily genes based on the published MED / Q genome and on our previous study of the transcriptional response of ABC transporters in B. tabaci Q adults to imidacloprid. As indicated by the quantification of mRNA levels after a 6-h exposure, the expression level of ABCG3 was 3.3-fold higher in B. tabaci Q adults exposed to 100 μg / mL imidacloprid rather than to the buffer control. The expression level of ABCG3 was higher in females than in males but did not significantly differ among eggs or nymphal stages and did not significantly differ among head, thorax, and abdomen tissues of adults. Knockdown of ABCG3 via RNA interference significantly increased the mortality of imidacloprid-treated laboratory and field-collected adults of B. tabaci Q. These results indicate that the ABCG3 gene may be involved in imidacloprid detoxification by B. tabaci Q. "
negative,"Signatures of DNA Methylation across Insects Suggest Reduced DNA Methylation Levels in Holometabola. It has been experimentally shown that DNA methylation is involved in the regulation of gene expression and the silencing of transposable element activity in eukaryotes. The variable levels of DNA methylation among different insect species indicate an evolutionarily flexible role of DNA methylation in insects, which due to a lack of comparative data is not yet well-substantiated. Here, we use computational methods to trace signatures of DNA methylation across insects by analyzing transcriptomic and genomic sequence data from all currently recognized insect orders. We conclude that: 1) a functional methylation system relying exclusively on DNA methyltransferase 1 is widespread across insects. 2) DNA methylation has potentially been lost or extremely reduced in species belonging to springtails (Collembola), flies and relatives (Diptera), and twisted-winged parasites (Strepsiptera). 3) Holometabolous insects display signs of reduced DNA methylation levels in protein-coding sequences compared with hemimetabolous insects. 4) Evolutionarily conserved insect genes associated with housekeeping functions tend to display signs of heavier DNA methylation in comparison to the genomic / transcriptomic background. With this comparative study, we provide the much needed basis for experimental and detailed comparative analyses required to gain a deeper understanding on the evolution and function of DNA methylation in insects. "
positive,"Functional specialization among insect chitinase family genes revealed by RNA interference. The biological functions of individual members of the large family of chitinase-like proteins from the red flour beetle, Tribolium castaneum (Tc), were examined by using gene-specific RNAi. One chitinase, TcCHT5, was found to be required for pupal-adult molting only. A lethal phenotype was observed when the transcript level of TcCHT5 was down-regulated by injection of TcCHT5-specific dsRNA into larvae. The larvae had metamorphosed into pupae and then to pharate adults but did not complete adult eclosion. Specific knockdown of transcripts for another chitinase, TcCHT10, which has multiple catalytic domains, prevented embryo hatch, larval molting, pupation, and adult metamorphosis, indicating a vital role for TcCHT10 during each of these processes. A third chitinase-like protein, TcCHT7, was required for abdominal contraction and wing / elytra extension immediately after pupation but was dispensable for larval-larval molting, pupation, and adult eclosion. The wing / elytra abnormalities found in TcCHT7-silenced pupae were also manifest in the ensuing adults. A fourth chitinase-like protein, TcIDGF4, exhibited no chitinolytic activity but contributed to adult eclosion. No phenotypic effects were observed after knockdown of transcripts for several other chitinase-like proteins, including imaginal disk growth factor IDGF2. These data indicate functional specialization among insect chitinase family genes, primarily during the molting process, and provide a biological rationale for the presence of a large assortment of chitinase-like proteins. "
negative,"hycu-hr6, A large homologous region of the Hyphantria cunea nucleopolyhedrovirus genome, as a powerful and versatile enhancer in insect expression systems. We previously identified a large homologous region (hr), hycu-hr6, in the genome of the Hyphantria cunea nucleopolyhedrovirus (HycuNPV) and suggested that hycu-hr6 was the largest baculovirus promoter enhancer hr identified so far. In this study, we examined the enhancement activity of hycu-hr6 against two promoters from constitutive baculovirus immediate early genes, the HycuNPV ie1 (hycu-ie1) and the Orgyia pseudotsugata multicapsid (M) NPV ie2 (op-ie2), and against a promoter from the inducible Drosophila heat shock protein 70 gene (hsp70) in five lepidopteran (BmN-4, Ld652Y, Sf9, SpIm, and TN368) and one dipteran (S2) insect cell lines. Comparative analyses of transient expression assays using the firefly luciferase gene (luc) as a reporter showed that hycu-hr6 enhanced the activity of all three promoters in all tested cell lines. Comparison of the enhancement efficiency of hycu-hr6 with that of Autographa californica MNPV (AcMNPV) hr5, an enhancer commonly used to improve the activity of AcMNPV ie1 promoter in many insect expression vectors, established that hycu-hr6 was a more efficient enhancer. These results indicate that hycu-hr6 is a versatile and superior promoter enhancer in several insect cell lines and favor the incorporation of hycu-hr6 into insect expression vectors to maximize promoter activity. "
positive,"Insecticides induce the co-expression of glutathione S-transferases through ROS / CncC pathway in Spodoptera exigua. Glutathione S-transferases (GSTs) are a family of multifunctional enzymes that are involved in detoxification of electrophilic toxic compounds. Although the co-induced expression of GST genes by insecticides in insects has been documented in recent years, the underlying regulatory mechanisms are not understood. In this study, a total of thirty-one cytosolic S. exigua GSTs (SeGSTs) was cloned and identified. The bioinformatics and gene expression patterns were also analyzed. Out of them, SeGSTe9, SeGSTs6, SeGSTe1, SeGSTe6, SeGSTe8, SeGSTe14, and SeGSTd1 were significantly co-expressed following exposure to three insecticides (lambda-cyhalothrin, chlorpyrifos and chlorantraniliprole). The analysis of upstream sequences revealed that all of these seven SeGSTs harbored CncC / Maf binding site. The luciferase reporter assay showed that the pGL3-SeGST promoter construct exhibited a significant increase in luciferase activities after exposure to insecticides, and mutation of CncC / Maf binding site diminish the induction effect. These data indicate that CncC / Maf pathway regulates the co-expression of GST genes in response to different insecticides in S. exigua. Insecticides significantly enhanced the ROS content and treatment with the ROS inhibitor N-acetylcysteine (NAC) decreased the insecticide-induced luciferase activities of the PGL3-GSTe6 promoter construct, but not the CncC-mutated construct. These results indicate that ROS mediates GST gene expression after exposure to insecticides through CncC / Maf pathway. Overall, these data show that insecticides induce the co-expression of glutathione S-transferases through the ROS / CncC pathway in S. exigua. "
negative,"Direct estimation of per nucleotide and genomic deleterious mutation rates in Drosophila. Spontaneous mutations are the source of genetic variation required for evolutionary change, and are therefore important for many aspects of evolutionary biology. For example, the divergence between taxa at neutrally evolving sites in the genome is proportional to the per nucleotide mutation rate, u (ref. 1), and this can be used to date speciation events by assuming a molecular clock. The overall rate of occurrence of deleterious mutations in the genome each generation (U) appears in theories of nucleotide divergence and polymorphism, the evolution of sex and recombination, and the evolutionary consequences of inbreeding. However, estimates of U based on changes in allozymes or DNA sequences and fitness traits are discordant. Here we directly estimate u in Drosophila melanogaster by scanning 20 million bases of DNA from three sets of mutation accumulation lines by using denaturing high-performance liquid chromatography. From 37 mutation events that we detected, we obtained a mean estimate for u of 8.4 x 10(-9) per generation. Moreover, we detected significant heterogeneity in u among the three mutation-accumulation-line genotypes. By multiplying u by an estimate of the fraction of mutations that are deleterious in natural populations of Drosophila, we estimate that U is 1.2 per diploid genome. This high rate suggests that selection against deleterious mutations may have a key role in explaining patterns of genetic variation in the genome, and help to maintain recombination and sexual reproduction. "
negative,"The intracellular sRNA transcriptome of Listeria monocytogenes during growth in macrophages. Small non-coding RNAs (sRNAs) are widespread effectors of post-transcriptional gene regulation in bacteria. Currently extensive information exists on the sRNAs of Listeria monocytogenes expressed during growth in extracellular environments. We used deep sequencing of cDNAs obtained from fractioned RNA (<500 nt) isolated from extracellularly growing bacteria and from L. monocytogenes infected macrophages to catalog the sRNA repertoire during intracellular bacterial growth. Here, we report on the discovery of 150 putative regulatory RNAs of which 71 have not been previously described. A total of 29 regulatory RNAs, including small non-coding antisense RNAs, are specifically expressed intracellularly. We validated highly expressed sRNAs by northern blotting and demonstrated by the construction and characterization of isogenic mutants of rli31, rli33-1 and rli50* for intracellular expressed sRNA candidates, that their expression is required for efficient growth of bacteria in macrophages. All three mutants were attenuated when assessed for growth in mouse and insect models of infection. Comparative genomic analysis revealed the presence of lineage specific sRNA candidates and the absence of sRNA loci in genomes of naturally occurring infection-attenuated bacteria, with additional loss in non-pathogenic listerial genomes. Our analyses reveal extensive sRNA expression as an important feature of bacterial regulation during intracellular growth. "
positive,"Molecular characterization of prophenoloxidase-1 (PPO1) and the inhibitory effect of kojic acid on phenoloxidase (PO) activity and on the development of Zeugodacus tau (Walker) (Diptera: Tephritidae). Phenoloxidase (PO) plays a key role in melanin biosynthesis during insect development. Here, we isolated the 2310-bp full-length cDNA of PPO1 from Zeugodacus tau, a destructive horticultural pest. qRT-polymerase chain reaction showed that the ZtPPO1 transcripts were highly expressed during larval-prepupal transition and in the haemolymph. When the larvae were fed a 1.66% kojic acid (KA)-containing diet, the levels of the ZtPPO1 transcripts significantly increased by 2.79- and 3.39-fold in the whole larvae and cuticles, respectively, while the corresponding PO activity was significantly reduced; in addition, the larval and pupal durations were significantly prolonged; pupal weights were lowered; and abnormal phenotypes were observed. An in vitro inhibition experiment indicated that KA was an effective competitive inhibitor of PO in Z. tau. Additionally, the functional analysis showed that 20E could significantly up-regulate the expression of ZtPPO1, induce lower pupal weight, and advance pupation. Knockdown of the ZtPPO1 gene by RNAi significantly decreased mRNA levels after 24 h and led to low pupation rates and incomplete pupae with abnormal phenotypes during the larval-pupal interim period. These results proved that PO is important for the normal growth of Z. tau and that KA can disrupt the development of this pest insect. "
negative,"Genetics and physiology of Varroa mites. Varroa destructor is the primary biological threat to domesticated honey bee colonies in much of the world, impacting host fitness both directly and by transmitting RNA viruses. Genomic, proteomic, and functional-genetic resources provide a framework for Varroa biology. When coupled with physiological analyses of development, host finding, and reproduction, these resources reveal general traits of arthropods and offer new strategies for mite control. Efforts to develop novel controls are focused on efficacy, efficient delivery, and the avoidance of both host impacts and the swift evolution of resistance by mites. "
negative,"Progress and challenges in identifying molecular mechanisms underlying host and vector manipulation by plant viruses. Plant virus infection fundamentally alters chemical and behavioral phenotypes of hosts and vectors. These alterations often enhance virus transmission, leading researchers to surmise that such effects are manipulations caused by virus adaptations and not just by-products of pathology. But identification of the virus components behind manipulation is missing from most studies performed to date. Here, we evaluate causative empirical evidence that virus components are the drivers of manipulated host and vector phenotypes. To do so, we link findings and methodologies on virus pathology with observational and functional genomics studies on virus manipulation. Our synthesis provides an overview of progress, areas of synergy, and new approaches that will lead to an improved mechanistic understanding of host and vector manipulation by plant viruses. "
negative,"Segmental duplications in the silkworm genome. BACKGROUND: Segmental duplications (SDs) or low-copy repeats play important roles in both gene and genome evolution. SDs have been extensively investigated in many organisms, however, there is no information about SDs in the silkworm, Bombyx mori. RESULT: In this study, we identified and annotated the SDs in the silkworm genome. Our results suggested that SDs constitute ~1.4% of the silkworm genome sequence (≥1 kb in length and ≥90% in the identity of sequence); the number is similar to that in Drosophila melanogaster but smaller than mammalian organisms. Almost half (42%) of the SD sequences are not assigned to chromosomes, indicating that the SDs are challenges for the assembling of genome sequences. We also provided experimental validation of large duplications using qPCR. The analysis of SD content indicated that the genes related to immunity, detoxification, reproduction, and environmental signal recognition are significantly enriched in the silkworm SDs. CONCLUSION: Our results suggested that segmental duplications have been problematic for sequencing and assembling of the silkworm genome. SDs may have important biological significances in immunity, detoxification, reproduction, and environmental signal recognition in the silkworm. This study provides insight into the evolution of the silkworm genome and an invaluable resource for insect genomics research. "
positive,"RNA interference-mediated knockdown of eye coloration genes in the western tarnished plant bug (Lygus hesperus Knight). Insect eye coloration arises from the accumulation of various pigments. A number of genes that function in the biosynthesis (vermilion, cinnabar, and cardinal) and importation (karmoisin, white, scarlet, and brown) of these pigments, and their precursors, have been identified in diverse species and used as markers for transgenesis and gene editing. To examine their suitability as visible markers in Lygus hesperus Knight (western tarnished plant bug), transcriptomic data were screened for sequences exhibiting homology with the Drosophila melanogaster proteins. Complete open reading frames encoding putative homologs for all seven genes were identified. Bioinformatic-based sequence and phylogenetic analyses supported initial annotations as eye coloration genes. Consistent with their proposed role, each of the genes was expressed in adult heads as well as throughout nymphal and adult development. Adult eyes of those injected with double-stranded RNAs (dsRNAs) for karmoisin, vermilion, cinnabar, cardinal, and scarlet were characterized by a red band along the medial margin extending from the rostral terminus to the antenna. In contrast, eyes of insects injected with dsRNAs for both white and brown were a uniform light brown. White knockdown also produced cuticular and behavioral defects. Based on its expression profile and robust visible phenotype, cardinal would likely prove to be the most suitable marker for developing gene editing methods in Lygus species. "
negative,"Derived esterase activity in Drosophila sechellia contributes to evolved octanoic acid resistance. The dietary specialist fruit fly Drosophila sechellia has evolved resistance to the secondary defence compounds produced by the fruit of its host plant, Morinda citrifolia. The primary chemicals that contribute to lethality of M. citrifolia are the medium-chain fatty acids octanoic acid (OA) and hexanoic acid. At least five genomic regions contribute to this adaptation in D. sechellia and whereas the fine-mapped major effect locus for OA resistance on chromosome 3R has been thoroughly analysed, the remaining four genomic regions that contribute to toxin resistance remain uncharacterized. To begin to identify the genetic basis of toxin resistance in this species, we removed the function of well-known detoxification gene families to determine whether they contribute to toxin resistance. Previous work found that evolution of cytochrome P450 enzymatic activity or expression is not responsible for the OA resistance in D. sechellia. Here, we tested the role of the two other major detoxification gene families in resistance to Morinda fruit toxins - glutathione-S-transferases and esterases - through the use of the pesticide synergists diethyl maleate and tribufos that inhibit the function of these gene families. This work suggests that one or more esterase(s) contribute to evolved OA resistance in D. sechellia. "
negative,"Genomic structure of the luciferase gene from the bioluminescent beetle, Nyctophila cf. caucasica. The gene coding for beetle luciferase, the enzyme responsible for bioluminescence in over two thousand coleopteran species has, to date, only been characterized from one Palearctic species of Lampyridae. Here we report the characterization of the luciferase gene from a female beetle of an Iranian lampyrid species, Nyctophila cf. caucasica (Coleoptera:Lampyridae). The luciferase gene was composed of seven exons, coding for 547 amino acids, separated by six introns spanning 1976 bp of genomic DNA. The deduced amino acid sequences of the luciferase gene of N. caucasica showed 98.9% homology to that of the Palearctic species Lampyris noctiluca. Analysis of the 810 bp upstream region of the luciferase gene revealed three TATA boxes and several other consensus transcriptional factor recognition sequences presenting evidence for a putative core promoter region conserved in Lampyrinae from -190 through to -155 upstream of the luciferase start codon. Along with the core promoter region the luciferase gene was compared with orthologous sequences from other lampyrid species and found to have greatest identity to Lampyris turkistanicus and Lampyris noctiluca. The significant sequence identity to the former is discussed in relation to taxonomic issues of Iranian lampyrids. "
negative,"Nuclear receptors of the honey bee: annotation and expression in the adult brain. The Drosophila genome encodes 18 canonical nuclear receptors. All of the Drosophila nuclear receptors are here shown to be present in the genome of the honey bee (Apis mellifera). Given that the time since divergence of the Drosophila and Apis lineages is measured in hundreds of millions of years, the identification of matched orthologous nuclear receptors in the two genomes reveals the fundamental set of nuclear receptors required to 'make' an endopterygote insect. The single novelty is the presence in the A. mellifera genome of a third insect gene similar to vertebrate photoreceptor-specific nuclear receptor (PNR). Phylogenetic analysis indicates that this novel gene, which we have named AmPNR-like, is a new member of the NR2 subfamily not found in the Drosophila or human genomes. This gene is expressed in the developing compound eye of the honey bee. Like their vertebrate counterparts, arthropod nuclear receptors play key roles in embryonic and postembryonic development. Studies in Drosophila have focused primarily on the role of these transcription factors in embryogenesis and metamorphosis. Examination of an expressed sequence tag library developed from the adult bee brain and analysis of transcript expression in brain using in situ hybridization and quantitative RT-PCR revealed that several members of the nuclear receptor family (AmSVP, AmUSP, AmERR, AmHr46, AmFtz-F1, and AmHnf-4) are expressed in the brain of the adult bee. Further analysis of the expression of AmUSP and AmSVP in the mushroom bodies, the major insect brain centre for learning and memory, revealed changes in transcript abundance and, in the case of AmUSP, changes in transcript localization, during the development of foraging behaviour in the adult. Study of the honey bee therefore provides a model for understanding nuclear receptor function in the adult brain. "
negative,"Nuclear receptors in Bombyx mori: insights into genomic structure and developmental expression. Nuclear receptors (NRs) function as ligand-dependent transcription factors and are involved in diverse biological processes in different animals. The updated assembly of complete genome sequence of the Bombyx mori enabled a systematic analysis of the NRs in the five holometabolous insects including B. mori, Drosophila melanogaster, Anopheles gambiae, Apis mellifera, and Tribolium castaneum. As a result, nineteen NRs were identified in the B. mori genome, each of eighteen NRs has 1:1:1:1 ortholog in the other four insects. Interestingly, the average intron number of ligand-binding domain (LBD) of each NR gene in B. mori was 2.4, much higher than that in the other four insects; the genomic position of introns in LBDs of all orthologs for each NR presents more diversity. Phylogenetic trees of all NRs from the five insects were consistent or aberrant with classical phylogeny of these insect species. The characteristics in number, genomic structure and phylogeny of all NRs revealed their evolutionary conservation and divergence during insect evolution. The expression patterns of several NR genes displayed temporal specificity similar to that in D. melanogaster and may be associated with the key biological processes during silkworm metamorphosis. The RNAi of BmbetaFTZ-F1 resulted in abnormality in larva-pupa transition, further suggesting it is also crucial for silkworm metamorphosis. In conclusion, the present study provided new insights into the structure, evolution, expression, and functions of silkworm NRs. "
negative,"Development of soybean aphid genomic SSR markers using next generation sequencing. Simple sequence repeats (SSRs) or microsatellites are very useful molecular markers, owing to their locus-specific codominant and multiallelic nature, high abundance in the genome, and high rates of transferability across species. The soybean aphid (Aphis glycines Matsumura) has become the most damaging insect pest of soybean (Glycine max (L.) Merr.) in North America, since it was first found in the Midwest of the United States in 2000. Biotypes of the soybean aphid capable of colonizing newly developed aphid-resistant soybean cultivars have been recently discovered. Genetic resources, including molecular markers, to study soybean aphids are severely lacking. Recently developed next generation sequencing platforms offer opportunities for high-throughput and inexpensive genome sequencing and rapid marker development. The objectives of this study were (i) to develop and characterize genomic SSR markers from soybean aphid genomic sequences generated by next generation sequencing technology and (ii) to evaluate the utility of the SSRs for genetic diversity or relationship analyses. In total 128 SSR primer pairs were designed from sequences generated by Illumina GAII from a reduced representation library of A. glycines. Nearly 94% (120) of the primer pairs amplified SSR alleles of expected size and 24 SSR loci were polymorphic among three aphid samples from three populations. The polymorphic SSRs were successfully used to differentiate among 24 soybean aphids from Ohio and South Dakota. Sequencing of PCR products of two SSR markers from four aphid samples revealed that the allelic polymorphism was due to variation in the SSR repeats among the aphids. These markers should be particularly useful for genetic differentiation among aphids collected from soybean fields at different localities and regions. These SSR markers provide the soybean aphid research community with the first set of PCR-based codominant markers developed from the genomic sequences of A. glycines. "
negative,"Molecular cloning, genomic structure, and genetic mapping of two Rdl-orthologous genes of GABA receptors in the diamondback moth, Plutella xylostella. The Resistance to dieldrin (Rdl) gene encodes a subunit of the insect gamma-aminobutyric acid (GABA) receptor. Cyclodiene resistance in many insects is associated with replacement of a single amino acid (alanine at position 302) with either a serine or a glycine in the Rdl gene. Two Rdl-orthologous genes of GABA receptors (PxGABARalpha1 and PxGABARalpha2) were cloned and sequenced from a susceptible strain (Roth) of Plutella xylostella. PxGABARalpha1 and PxGABARalpha2 showed 84% and 77% identity with the Rdl gene of Drosophila melanogaster at an amino acid level, respectively. The coding regions of PxGABARalpha1 and PxGABARalpha2 both comprise ten exons, with two alternative RNA-splicing forms in exon 3 of both genes. At the orthologous position of alanine-302 in D. melanogaster Rdl, PxGABARalpha1 has a conserved alanine at position 282. PxGABARalpha2 has a serine instead of an alanine at the equivalent position. With two informative DNA markers, both PxGABARalpha1 and PxGABARalpha2 were mapped onto the Z chromosome of P. xylostella. "
negative,"How interactions with plant chemicals shape insect genomes. The transition to herbivory by insects is associated with distinct genomic signatures. Sequenced genomes of extant herbivore species reveal the result of these transitions, but in lieu of comparisons between herbivorous and non-herbivorous lineages that diverged recently, such datasets have shed less light on the evolutionary genomic processes involved in diet shifts to or from herbivory. Here, we propose that the comparative genomics of diet shifts between closely related insect herbivores and non-herbivores, and within densely-sampled clades of herbivores, will help reveal the extent to which herbivory evolves through the co-option and subtle remodeling of widely-conserved gene families with functions ancestrally distinct from phytophagy. "
positive,"Molecular characterization of heat shock protein 90, 70 and 70 cognate cDNAs and their expression patterns during thermal stress and pupal diapause in the corn earworm. Three heat shock protein transcripts, hsp90, hsp70, hsc70, isolated from the corn earworm, Helicoverpa zea, were evaluated for their responsiveness to diapause and thermal stress. These Hsps showed high homology to their counterparts in other species. A phylogenetic analysis of the Hsp90 sequence was consistent with the known classification of insects. Northern blot hybridization indicated the presence of hsp90 transcripts in all tissues, but expression in the brain-subesophageal complex was especially pronounced. The genomic organization of hsp90 examined by Southern blot suggested the presence of a single copy of hsp90 in the H. zea genome. The expression patterns after heat shock indicated that hsp70 and hsp90 were heat-inducible, although hsp70 was more strongly induced than hsp90, and hsc70 was indeed a constitutively expressed member of the hsp70 family. Expression of hsp70 and hsc70 were not altered by the diapause program, but hsp90 was down-regulated at this time. Low temperatures (0-4 degrees C) and recovery from low temperature elicited hsp70 and hsp90 responses, but not an hsc70 response. Thus, unlike several other species, H. zea does not up-regulate hsp70 during pupal diapause, but the down-regulation of hsp90 is consistent with the pattern observed in several other species during diapause. Our results also indicate that hsp90 and hsp70 are responsive to low temperature in both diapausing and nondiapausing pupae. "
negative,"Cyanogenic glucosides in the biological warfare between plants and insects: the Burnet moth-Birdsfoot trefoil model system. Cyanogenic glucosides are important components of plant defense against generalist herbivores due to their bitter taste and the release of toxic hydrogen cyanide upon tissue disruption. Some specialized herbivores, especially insects, preferentially feed on cyanogenic plants. Such herbivores have acquired the ability to metabolize cyanogenic glucosides or to sequester them for use in their own predator defense. Burnet moths (Zygaena) sequester the cyanogenic glucosides linamarin and lotaustralin from their food plants (Fabaceae) and, in parallel, are able to carry out de novo synthesis of the very same compounds. The ratio and content of cyanogenic glucosides is tightly regulated in the different stages of the Zygaena filipendulae lifecycle and the compounds play several important roles in addition to defense. The transfer of a nuptial gift of cyanogenic glucosides during mating of Zygaena has been demonstrated as well as the possible involvement of hydrogen cyanide in male assessment and nitrogen metabolism. As the capacity to de novo synthesize cyanogenic glucosides was developed independently in plants and insects, the great similarities of the pathways between the two kingdoms indicate that cyanogenic glucosides are produced according to a universal route providing recruitment of the enzymes required. Pyrosequencing of Z. filipendulae larvae de novo synthesizing cyanogenic glucosides served to provide a set of good candidate genes, and demonstrated that the genes encoding the pathway in plants and Z. filipendulae are not closely related phylogenetically. Identification of insect genes involved in the biosynthesis and turn-over of cyanogenic glucosides will provide new insights into biological warfare as a determinant of co-evolution between plants and insects. "
positive,"Characterization of antennal chemosensilla and associated odorant binding as well as chemosensory proteins in the Eupeodes corollae (Diptera: Syrphidae). Aphidophagous syrphids are important for pest control and pollination in various agroecosystems. However, the mechanism underlying olfaction, which is critical for insect' behavioral processes and fitness, has not been well understood in the family Syrphidae. Hence, we performed a systematic identification and characterisation of the antennal sensilla and two groups of soluble proteins, odorant-binding proteins (OBPs) and chemosensory proteins (CSPs), in the hoverfly Eupeodes corollae. (i) With scanning electron microscopy, four major types of sensilla (chaetic sensilla [two subtypes], trichoid sensilla, basiconic sensilla [two subtypes] and coeloconic sensilla), with numerous microtrichia, were first observed along the entire surface of aristate antennae of both sexes of E. corollae. Of these, only chaetic sensillum was found on the first two antennal segments, scape and pedicel, while the other types of sensilla were located on the flagellum. No marked difference was observed in the morphological structure or distributional pattern of any of the sensilla between the two sexes. (ii) By molecular cloning and bioinformatic analysis, 7 EcorCSPs and 28 EcorOBPs (20 classic OBPs, 5 minus-C OBPs, and 3 plus-C OBPs) were directly identified from the species, which all share the characteristic hallmarks of their family, including the presence of a signal peptide and conserved cysteine signature. (iii) RT-qPCR of these chemosensory genes showed predominately tissue-biased expression patterns; 32 of the 35 EcorOBPs / CSPs were uniquely or primarily expressed in the main olfactory organs, either the antennae or head. (iv) Among these, several genes (EcorCSP2 and EcorOBP1, 9, 12, 15-17, 20) appeared to be antenna-biased. In situ hybridization assays indicated that each antenna-biased chemosensory gene was expressed in a different number of cells, suggesting they might play a more vital role in odour recognition and perception and could be potential candidates to study their biological functions in vivo and in vitro. Together, our current findings provide a basis for future studies on how syrphids utilize chemical cues to regulate their behavior during interactions among the natural enemy, its prey, and host plant in agro-ecosystems. "
negative,"Insect transgenesis and its potential role in agriculture and human health. The ability to genetically engineer insects other than Drosophila melanogaster has further extended modern genetic techniques into important insect pest species ranging from fruit fly pests of horticulture to mosquito vectors of human disease. In only a relatively short period of time, a range of transgenes have been inserted into more than 10 insect pest species. Genetic transformation of these pest species has proven to be a very important laboratory tool in analyzing gene function and effects on phenotype however the full extension of this technology into the field is yet to be realized. Here we briefly review the development of transgenic technology in pest insect species and discuss the challenges that remain in this applied area of insect genetics and entomology. "
