category,text
negative,"Knockdown of midgut genes by dsRNA-transgenic plant-mediated RNA interference in the hemipteran insect Nilaparvata lugens. BACKGROUND: RNA interference (RNAi) is a powerful technique for functional genomics research in insects. Transgenic plants producing double-stranded RNA (dsRNA) directed against insect genes have been reported for lepidopteran and coleopteran insects, showing potential for field-level control of insect pests, but this has not been reported for other insect orders. METHODOLOGY / PRINCIPAL FINDINGS: The Hemipteran insect brown planthopper (Nilaparvata lugens Stål) is a typical phloem sap feeder specific to rice (Oryza sativa L.). To analyze the potential of exploiting RNAi-mediated effects in this insect, we identified genes (Nlsid-1 and Nlaub) encoding proteins that might be involved in the RNAi pathway in N. lugens. Both genes are expressed ubiquitously in nymphs and adult insects. Three genes (the hexose transporter gene NlHT1, the carboxypeptidase gene Nlcar and the trypsin-like serine protease gene Nltry) that are highly expressed in the N. lugens midgut were isolated and used to develop dsRNA constructs for transforming rice. RNA blot analysis showed that the dsRNAs were transcribed and some of them were processed to siRNAs in the transgenic lines. When nymphs were fed on rice plants expressing dsRNA, levels of transcripts of the targeted genes in the midgut were reduced; however, lethal phenotypic effects after dsRNA feeding were not observed. CONCLUSIONS: Our study shows that genes for the RNAi pathway (Nlsid-1 and Nlaub) are present in N. lugens. When insects were fed on rice plant materials expressing dsRNAs, RNA interference was triggered and the target genes transcript levels were suppressed. The gene knockdown technique described here may prove to be a valuable tool for further investigations in N. lugens. The results demonstrate the potential of dsRNA-mediated RNAi for field-level control of planthoppers, but appropriate target genes must be selected when designing the dsRNA-transgenic plants. "
negative,"Metabolic pools differ among ecologically diverse Drosophila species. Studies of the genetic mechanisms underlying metabolic storage have focused on a few model organisms. Although very fruitful, these studies have not allowed for the examination of mechanisms across a phylogenetic spectrum. The exploration of natural patterns of metabolic pool size variation across species will help us to better understand the genetics of metabolic adaptation. We examined the metabolic pools size (triglyceride, glycogen and protein) at two ages in 12 Drosophila species with distinctly different ecologies for which complete genome sequences (for 11 of the 12 species) are known. Overall, there were significant differences across species for all three pools, while age and sex appear to affect some metabolic pools more than others. After correcting for the phylogenetic relatedness of the species used, we observed no association between triglyceride and glycogen content. Although within species these two pools sometimes are correlated, at a larger phylogenetic scale control of triglyceride and glycogen contents may have been shaped independently by natural selection. "
negative,"RNA interference in the termite Reticulitermes flavipes through ingestion of double-stranded RNA. RNA interference (RNAi) represents a breakthrough technology for conducting functional genomics research in non-model organisms and for the highly targeted control of insect pests. This study investigated RNAi via voluntary feeding in the economically important pest termite, Reticulitermes flavipes. We used a high-dose double-stranded (ds) RNA feeding approach to silence two termite genes: one encoding an endogenous digestive cellulase enzyme and the other a caste-regulatory hexamerin storage protein. Contrary to results from previous low-dose studies that examined injection-based RNAi, high-dose silencing of either gene through dsRNA feeding led to significantly reduced group fitness and mortality. Hexamerin silencing in combination with ectopic juvenile hormone treatments additionally led to lethal molting impacts and increased differentiation of presoldier caste phenotypes (a phenotype that is not capable of feeding). These results provide the first examples of insecticidal effects from dsRNA feeding in a termite. Additionally, these results validate a high-throughput bioassay approach for use in (i) termite functional genomics research, and (ii) characterizing target sites of conventional and novel RNAi-based termiticides. "
negative,"Glutathione S-transferase (GST) genes in the red flour beetle, Tribolium castaneum, and comparative analysis with five additional insects. Glutathione S-transferases are important detoxification enzymes involved in insecticide resistance. Sequencing the Tribolium castaneum genome provides an opportunity to investigate the structure, function, and evolution of GSTs on a genome-wide scale. Thirty-six putative cytosolic GSTs and 5 microsomal GSTs have been identified in T. castaneum. Furthermore, 40, 35, 13, 23, and 32 GSTs have been discovered the other insects, Drosophila, Anopheles, Apis, Bombyx, and Acyrthosiphon, respectively. Phylogenetic analyses reveal that insect-specific GSTs, Epsilon and Delta, are the largest species-specific expanded GSTs. In T. castaneum, most GSTs are tandemly arranged in three chromosomes. Particularly, Epsilon GSTs have an inverted long-fragment duplication in the genome. Other four widely distributed classes are highly conserved in all species. Given that GSTs specially expanded in Tribolium castaneum, these genes might help to resist poisonous chemical environments and produce resistance to kinds of different insecticides. "
positive,"Cloning of a putative Bombyx mori TFIIB-related factor (BRF). To identify the protein domains responsible for its conserved and specialized functions, putative TFIIB-Related Factor (BRF) from the silkworm (Bombyx mori) was compared with BRFs from other organisms. The Bombyx BRF coding region was assembled from three separate and overlapping cDNA fragments. Fragments encoding the middle portion and the 3' end were discovered in the Bombyx mori Genome Project ""Silkbase"" collection through sequence homology with human BRF1, and the fragment encoding the N-terminus was isolated in our laboratory using the 5' RACE method. Southern analysis showed that silkworm BRF is encoded by a single-copy gene. Bombyx BRF contains the following domains that have been noted in all other BRFs, and that are likely, therefore, to provide highly conserved functions: a zinc finger domain, an imperfect repeat, three ""BRF Homology"" domains, and an acidic domain at the C-terminus. As expected from the evolutionary relationships among insects and mammals, Bombyx BRF is more similar overall to Drosophila BRF (55% identical) than to human BRF1 (42% identical). Detailed examination of individual domains reveals a remarkable exception, however. Domain II of Bombyx BRF is more similar to its human counterpart than to Drosophila Domain II. This result indicates that Domain II has undergone unusual divergence in Drosophila, and suggests a structural basis for Drosophila BRF's unique pattern of interaction with other transcription factors. "
positive,"Domain structure and expression along the midgut and carcass of peritrophins and cuticle proteins analogous to peritrophins in insects with and without peritrophic membrane. Most insects have a peritrophic membrane (matrix) (PM) surrounding the food bolus. This structure, similarly to the cuticle, is mainly composed of chitin and proteins. The main proteins forming PM are known as peritrophins (PMP), whereas some of the cuticle proteins are the cuticle proteins analogous to peritrophins (CPAP). Both proteins are composed of one or more chitin binding peritrophin-A domain (CBD) and no other recognized domain. Furthermore, insects containing PM usually have two chitin synthase (CS) genes, one mainly expressed in carcass and the other in midgut. In this work we identified PMP, CPAP and CS genes in the genome of insects from the Polyneoptera, Paraneoptera and Holometabola cohorts and analyzed their expression profile in different species from each group. In agreement with the absence of PM, we observed less CBD-containing proteins and only one CS gene in the genome of Paraneoptera species, except for the Phthiraptera Pediculus humanus. The lack of PM in Paraneoptera species was also confirmed by the micrographs of the midgut of two Hemiptera species, Dysdercus peruvianus and Mahanarva fimbriolata which agreed with the RNA-seq data of both species. Our analyses also highlighted a higher number of CBD-containing proteins in Holometabola in relation to the earlier divergent Polyneoptera group, especially regarding the genes composed of more than three CBDs, which are usually associated to PM formation. Finally, we observed a high number of CBD-containing proteins being expressed in both midgut and carcass tissues of several species, which we named as ubiquitous-CBD-containing proteins (UCBP), as their function is unclear. We hypothesized that these proteins can be involved in both cuticle and PM formation or that they can be involved in immune response and / or tracheolae formation. "
positive,"Multiple functions of CREB-binding protein during postembryonic development: identification of target genes. BACKGROUND: Juvenile hormones (JH) and ecdysteroids control postembryonic development in insects. They serve as valuable targets for pest management. Hence, understanding the molecular mechanisms of their action is of crucial importance. CREB-binding protein (CBP) is a universal transcriptional co-regulator. It controls the expression of several genes including those from hormone signaling pathways through co-activation of many transcription factors. However, the role of CBP during postembryonic development in insects is not well understood. Therefore, we have studied the role of CBP in postembryonic development in Tribolium, a model coleopteran insect. RESULTS: CBP is ubiquitously expressed in the red flour beetle, Tribolium castaneum. RNA interference (RNAi) mediated knockdown of CBP resulted in a decrease in JH induction of Kr-h1 gene expression in Tribolium larvae and led to a block in their development. Moreover, the injection of CBP double-stranded RNA (dsRNA) showed lethal phenotypes within 8 days of injection. RNA-seq and subsequent differential gene expression analysis identified CBP target genes in Tribolium. Knockdown of CBP caused a decrease in the expression of 1306 genes coding for transcription factors and other proteins associated with growth and development. Depletion of CBP impaired the expression of several JH response genes (e.g., Kr-h1, Hairy, early trypsin) and ecdysone response genes (EcR, E74, E75, and broad complex). Further, GO enrichment analyses of the downregulated genes showed enrichment in different functions including developmental processes, pigmentation, anatomical structure development, regulation of biological and cellular processes, etc. CONCLUSION: These data suggest diverse but crucial roles for CBP during postembryonic development in the coleopteran model insect, Tribolium. It can serve as a target for RNAi mediated pest management of this stored product pest. "
negative,"Genome-wide analysis of phenobarbital-inducible genes in Drosophila melanogaster. An oligoarray analysis was conducted to determine the differential expression of genes due to phenobarbital exposure in Drosophila melanogaster (w(1118) strain) third instar larvae. Seventeen genes were observed to be induced with increased expression by a statistical analysis of microarrays approach with a q < or = 0.05. At q < or = 0.12, four more genes (Cyp12d1, DmGstd4, and two genes with unknown function) were found to be up-regulated, and 11 genes with unknown function were found to be down-regulated. Fifteen of these genes, Cyp4d14, Cyp6a2, Cyp6a8, Cyp12d1, Cyp6d5, Cyp6w1, CG2065, DmGstd6, DmGstd7, Amy-p / Amy-d, Ugt86Dd, GC5724, Jheh1, Jheh2 and CG11893, were verified using quantitative real time polymerase chain reaction. Some of these genes have been shown to be over-transcribed in metabolically DDT-resistant Drosophila strains. "
negative,"Phylogeny and evolution of the cholesterol transporter NPC1 in insects. Sterols are essential nutrients for eukaryotes. Insects are obligate sterol auxotrophs and must acquire this key nutrient from their diets. The digestive tract is the organ for absorbing nutrients as well as sterols from food. In mice, the Niemann-Pick type C1 Like 1 (NPC1L1) gene is highly expressed in the intestine and is critical for cholesterol absorption. In contrast, the molecular mechanisms for the absorption of dietary sterols in insects have not been well studied. We annotated NPC1 genes in 39 insects from 10 orders using available genomic and transcriptomic information and inferred phylogenetic relationships. Insect NPC1 genes were grouped into two sister-clades, NPC1a and NPC1b, suggesting a likely duplication in the ancestor of insects. The former exhibited weaker gut-biased expression or a complete lack of tissue-biased expression, depending on the species, while the latter was highly enriched in the gut of three lepidopteran species. This result is similar to previous findings in Drosophila melanogaster. In insects, NPC1a accumulated non-synonymous substitutions at a lower rate than NPC1b. This pattern was consistent across orders, indicating that NPC1a evolved under stronger molecular constraint than NPC1b. "
negative,"Extensive genetic diversity among populations of the malaria mosquito Anopheles moucheti revealed by population genomics. Malaria vectors are exposed to intense selective pressures due to large-scale intervention programs that are underway in most African countries. One of the current priorities is therefore to clearly assess the adaptive potential of Anopheline populations, which is critical to understand and anticipate the response mosquitoes can elicit against such adaptive challenges. The development of genomic resources that will empower robust examinations of evolutionary changes in all vectors including currently understudied species is an inevitable step toward this goal. Here we constructed double-digest Restriction Associated DNA (ddRAD) libraries and generated 6461 Single Nucleotide Polymorphisms (SNPs) that we used to explore the population structure and demographic history of wild-caught Anopheles moucheti from Cameroon. The genome-wide distribution of allelic frequencies among samples best fitted that of an old population at equilibrium, characterized by a weak genetic structure and extensive genetic diversity, presumably due to a large long term effective population size. Estimates of FST and Linkage Disequilibrium (LD) across SNPs reveal a very low genetic differentiation throughout the genome and the absence of segregating LD blocks among populations, suggesting an overall lack of local adaptation. Our study provides the first investigation of the genetic structure and diversity in An. moucheti at the genomic scale. We conclude that, despite a weak genetic structure, this species has the potential to challenge current vector control measures and other rapid anthropogenic and environmental changes thanks to its great genetic diversity. "
negative,"Discovery, adaptation and transcriptional activity of two tick promoters: Construction of a dual luciferase reporter system for optimization of RNA interference in rhipicephalus (boophilus) microplus cell lines. Dual luciferase reporter systems are valuable tools for functional genomic studies, but have not previously been developed for use in tick cell culture. We evaluated expression of available luciferase constructs in tick cell cultures derived from Rhipicephalus (Boophilus) microplus, an important vector of bovine babesiosis and anaplasmosis. Commercial promoters were evaluated for transcriptional activity driving luciferase expression in the tick cell lines. The human phosphoglycerate kinase (PGK) promoter resulted in detectable firefly luciferase activity within 2 days post-transfection of the R. microplus cell line BME26, with maximal activity at 5 days post-transfection. Several other promoters were weaker or inactive in the tick cells, prompting identification and assessment of transcriptional activity of the homologous ribosomal protein L4 (rpL4, GenBank accession no.: KM516205) and elongation factor 1α (EF-1α, GenBank accession no.: KM516204) promoters cloned from R. microplus. Evaluation of luciferase expression driven by various promoters in tick cell culture resulted in selection of the R. microplus rpL4 promoter and the human PGK promoter driving transcription of sequences encoding modified firefly and NanoLuc® luciferases for construction of a dual luciferase reporter system for use in tick cell culture.  "
negative,"Engineering the genomes of wild insect populations: challenges, and opportunities provided by synthetic Medea selfish genetic elements. Advances in insect transgenesis and our knowledge of insect physiology and genomics are making it possible to create transgenic populations of beneficial or pest insects that express novel traits. There are contexts in which we may want the transgenes responsible for these traits to spread so that all individuals within a wild population carry them, a process known as population replacement. Transgenes of interest are unlikely to confer an overall fitness benefit on those who carry them. Therefore, an essential component of any population replacement strategy is the presence of a drive mechanism that will ensure the spread of linked transgenes. We discuss contexts in which population replacement might be desirable and the requirements a drive system must satisfy to be both effective and safe. We then describe the creation of synthetic Medea elements, the first selfish genetic elements synthesized de novo, with the capability of driving population replacement, in this case in Drosophila. The strategy used to create Drosophila Medea is applicable to a number of other insect species and the Medea system satisfies key requirements for scientific and social acceptance. Finally, we highlight several challenges to implementing population replacement in the wild. "
positive,"The limpet transcription factors of Triatoma infestans regulate the response to fungal infection and modulate the expression pattern of defensin genes. As part of the innate humoral response to microbial attack, insects activate the expression of antimicrobial peptides (AMP). Understanding the regulatory mechanisms of this response in the Chagas disease vector Triatoma infestans is important since biological control strategies against pyrethroid-resistant insect populations were recently addressed by using the entomopathogenic fungus Beauveria bassiana. By bioinformatics, gene expression, and silencing techniques in T. infestans nymphs, we achieved sequence and functional characterization of two variants of the limpet transcription factor (Tilimpet) and studied their role as regulators of the AMP expression, particularly defensins, in fungus-infected insects. We found that Tilimpet variants may act differentially since they have divergent sequences and different relative expression ratios, suggesting that Tilimpet-2 could be the main regulator of the higher expressed defensins and Tilimpet-1 might play a complementary or more general role. Also, the six defensins (Tidef-1 to Tidef-6) exhibited different expression levels in fungus-infected nymphs, consistent with their phylogenetic clustering. This study aims to contribute to a better understanding of T. infestans immune response in which limpet is involved, after challenge by B. bassiana infection. "
negative,"Genetic regions that interact with loss- and gain-of-function phenotypes of deltex implicate novel genes in Drosophila Notch signaling. The Notch signaling pathway is an evolutionarily conserved mechanism that regulates many cell fate decisions. The deltex (dx) gene encodes an E3-ubiquitin ligase that binds to the intracellular domain of the Notch protein and regulates Notch signaling in a positive manner. However, it is still not clear how Dx does this. We generated a transgenic line, GMR-dx, which overexpresses dx in the developing Drosophila eye disc. The GMR-dx line showed a rough-eye phenotype, specific transformation of a photoreceptor cell (R3 to R4), and a rotation defect in the ommatidia. This phenotype was suppressed in combination with a dx loss-of-function mutant, indicating that it was due to a dx gain-of-function. We previously reported that overexpression of Dx results in the stabilization of Notch in late endosomes. Here, we found that three motifs in Dx, a region that binds to Notch, a proline-rich motif and a RING-H2 finger, were required for this stabilization, although the relative activity of these variants in this assay did not always correspond to the severity of the rough-eye phenotype. In an attempt to identify novel genes of the Notch pathway, we tested a large collection of chromosomal deficiencies for the ability to modify the eye phenotypes of the GMR-dx line. Twelve genomic segments that enhanced the rough-eye phenotype of GMR-dx were identified. To evaluate the specificity of these interactions, we then determined whether the deletions also interacted with the wing phenotypes associated with a loss-of-function mutation of dx, dx24. Analyses based on whole-genome information allowed us to conclude that we have identified two novel loci that probably include uncharacterized genes involved in Dx-mediated Notch signaling. "
positive,"Genome-wide gene expression profiling reveals that cuticle alterations and P450 detoxification are associated with deltamethrin and DDT resistance in Anopheles arabiensis populations from Ethiopia. BACKGROUND: Vector control is the main intervention in malaria control and elimination strategies. However, the development of insecticide resistance is one of the major challenges for controlling malaria vectors. Anopheles arabiensis populations in Ethiopia showed resistance against both DDT and the pyrethroid deltamethrin. Although an L1014F target-site resistance mutation was present in the voltage gated sodium channel of investigated populations, the levels of resistance indicated the presence of additional resistance mechanisms. In this study, we used genome-wide transcriptome profiling by RNAseq to assess differentially expressed genes between three deltamethrin and DDT resistant An. arabiensis field populations - Asendabo, Chewaka and Tolay - and two susceptible strains - Sekoru and Mozambique. RESULTS: Both RNAseq analysis and RT-qPCR showed that a glutathione-S-transferase, gstd3, and a cytochrome P450 monooxygenase, cyp6p4, were significantly overexpressed in the group of resistant populations compared to the susceptible strains, suggesting that the enzymes they encode play a key role in metabolic resistance against deltamethrin or DDT. Furthermore, a gene ontology enrichment analysis showed that expression changes of cuticle related genes were strongly associated with insecticide resistance. Although this did not translate in increased thickness of the procuticle, a higher cuticular hydrocarbon content was observed in a resistant population. CONCLUSION: Our transcriptome sequencing of deltamethrin and DDT resistant An. arabiensis populations from Ethiopia suggests non-target site resistance mechanisms and paves the way for further investigation of the role of cuticle composition in insecticide resistance of malaria vectors. © 2019 Society of Chemical Industry. "
positive,"Dysfunction of LSD-1 induces JNK signaling pathway-dependent abnormal development of thorax and apoptosis cell death in Drosophila melanogaster. Perilipins are evolutionarily conserved from insects to mammals. Lipid storage droplet-1 (LSD-1) is a member of the lipid droplet's surface-binding protein family and counterpart to mammalian perilipin 1. The role of LSD-1 has already been reported in lipid metabolism of Drosophila. However, the function of this gene during specific tissue development is still under investigation. Here, we found that LSD-1 is expressed in the notum of the wing imaginal disc, and notum-specific knockdown of Lsd-1 by pannir-GAL4 driver leads to split thorax phenotype in adults, suggesting an essential role of LSD-1 in development of Drosophila thorax. As overexpression of JNK homolog, bsk (basket) suppresses Lsd-1 knockdown phenotype, the role of LSD-1 in thorax development was proved to be dependent on the activity of the Drosophila c-Jun N-terminal kinase (JNK). The puckered (puc) expression led to significant decrease in the JNK activity in wing discs of Lsd-1 knockdown flies. In addition, we also detected that depletion of Lsd-1 enhances apoptotic cell death in the wing notum area. Taken together, these data demonstrated that LSD-1 functions in Drosophila thorax development by regulating JNK pathway. "
positive,"Microplitis bicoloratus bracovirus modulates innate immune suppression through the eIF4E-eIF4A axis in the insect Spodoptera litura. Eukaryotic initiation factor 4E (eIF4E) is regulated during the innate immune response. However, its translational regulation under innate immune suppression remains largely unexplored. Microplitis bicoloratus bracovirus (MbBV), a symbiotic virus harbored by the parasitoid wasp, Microplitis bicoloratus, suppresses innate immunity in parasitized Spodoptera litura. Here, we generated eIF4E dsRNA and used it to silence the eIF4E gene of S. litura, resulting in a hallmark immunosuppressive phenotype characterized by increased apoptosis of hemocytes and retardation of head capsule width development. In response to natural parasitism, loss of eIF4E function was associated with similar immunosuppression, and we detected no significant differences between the response to parasitism and treatment with eIF4E RNAi. Under MbBV infection, eIF4E overexpression significantly suppressed MbBV-induced increase in apoptosis and suppressed apoptosis to the same extent as co-expression of both eIF4E and eIF4A. There were no significant differences between MbBV-infected and uninfected larvae in which eIF4E was overexpressed. More importantly, in the eIF4E RNAi strain, eIF4A RNAi did not increase apoptosis. Collectively, our results indicate that eIF4E plays a nodal role in the MbBV-suppressed innate immune response via the eIF4E-eIF4A axis. "
positive,"In situ hybridization to the Rdl locus on polytene chromosome 3L of Anopheles stephensi. We are interested in generating a Y-autosome translocation of the Resistance to dieldrin (Rdl) locus in the malaria vector mosquito Anopheles stephensi Liston (Diptera: Culicidae), for use in sterile insect release. To ensure stability of the system, a recombination suppressing inversion can also be induced which encompasses the Rdl locus. As a first step, here we report the cloning of fragments of the Rdl gene from both An. stephensi and An. gambiae Giles using degenerate primers in the polymerase chain reaction. These fragments encode the second membrane-spanning region of the gamma-aminobutyric acid receptor and show high levels of both nucleotide and predicted amino acid identity to other Rdl-like receptors. They confirm that, as in all other arthropod species examined, dieldrin resistance in An. stephensi is associated with replacement of alanine302, in this case with a serine. In situ hybridization of the Rdl probe to polytene chromosomes of An. stephensi localizes the gene to the left arm of chromosome 3 (3L) in region 45C. Rdl localization will enable us to identify chromosomal rearrangements encompassing the Rdl locus and help anchor the genome sequence of An. gambiae to the polytene map. "
negative,"Beetle genomes in the 21st century: prospects, progress and priorities. The order Coleoptera (beetles) is arguably the most species-rich lineage of animals. Beetles exhibit an extraordinary variety of life histories and occupy most terrestrial environments. Whole genome sequences are available for 11 beetle species, only six of which have been published. Studies of beetle genomes have revealed remarkable new insights into the genomic basis and evolution of beetle life histories and other aspects of beetle biodiversity, including the genes underlying chemoperception, detoxification, and specialized plant feeding, as well as the role of horizontal gene transfer in elaboration of the beetle trophic repertoire. Nonetheless, such studies are in their infancy. The study of beetle genomes has the potential to further revolutionize our understanding of beetle biodiversity, but genomic studies of beetles remain seriously limited in scope and resolution by the very few genomes that are currently available for study. "
positive,"Identification and RNAi-based function analysis of chitinase family genes in diamondback moth, Plutella xylostella. BACKGROUND: Insect chitinases play a vital part in chitin degradation in exoskeletons and gut linings during the molting process, and therefore are considered potential targets for new insecticide designs or RNA interference (RNAi)-based pest management. Systematic functional analysis of chitinase genes has already been conducted in several insect pests, but not Plutella xylostella. RESULTS: In this study, 13 full-length chitinase transcripts were obtained in P. xylostella. Developmental and tissue-specific expression pattern analysis revealed that seven chitinase transcripts were periodically expressed during molting stage and mainly expressed in the integument or midgut, including PxCht3, PxCht5, PxCht6-2, PxCht7, PxCht8, PxCht10 and PxCht-h. RNAi-mediated knockdown of these specific expressed genes revealed that PxCht5 and PxCht10 were essential in larval molting, pupation and eclosion, and PxCht7 was indispensable only in eclosion. No significant effects were observed on insect survival or normal development when the rest chitinase transcripts were suppressed by RNAi. CONCLUSION: Our results indicated the function of P. xylostella chitinase family genes during the molting process, and may provide potential targets for RNAi-based management of P. xylostella. © 2018 Society of Chemical Industry. "
negative,"The genome of the stick insect Medauroidea extradentata is strongly methylated within genes and repetitive DNA. BACKGROUND: Cytosine DNA methylation has been detected in many eukaryotic organisms and has been shown to play an important role in development and disease of vertebrates including humans. Molecularly, DNA methylation appears to be involved in the suppression of initiation or of elongation of transcription. Resulting organismal functions are suggested to be the regulation of gene silencing, the suppression of transposon activity and the suppression of initiation of transcription within genes. However, some data concerning the distribution of methylcytosine in insect species appear to contradict such roles. PRINCIPAL FINDINGS: By comparison of MspI and HpaII restriction patterns in genomic DNA of several insects we show that stick insects (Phasmatodea) have highly methylated genomes. We isolated methylated DNA fragments from the Vietnamese Walking Stick Medauroidea extradentata (formerly known as Baculum extradentatum) and demonstrated that most of the corresponding sequences are repetitive. Bisulfite sequencing of one of these fragments and of parts of conserved protein-coding genes revealed a methylcytosine content of 12.6%, mostly found at CpG, but also at CpT and CpA dinucleotides. Corresponding depletions of CpG and enrichments of TpG and CpA dinucleotides in some highly conserved protein-coding genes of Medauroidea reach a similar degree as in vertebrates and show that CpG methylation has occurred in the germline of these insects. CONCLUSIONS: Using four different methods, we demonstrate that the genome of Medauroidea extradentata is strongly methylated. Both repetitive DNA and coding genes appear to contain high levels of methylcytosines. These results argue for similar functions of DNA methylation in stick insects as those already known for vertebrates. "
negative,"Simplify, simplify: Lifestyle and compact genome of the body louse provide a unique functional genomics opportunity. The body louse, with its recently sequenced genome, is now primed to serve as a powerful model organism for addressing fundamental questions relating to how insects interact with their environment. One characteristic of the body louse that facilitates this research is the size of its genome-the smallest insect genome sequenced to date. This diminutive genome must nonetheless control an organism that senses and responds to its environment, reacting to threats of corporal and genomic integrity. Additionally, the body louse transmits several important human diseases compared to its very close relative, the head louse, which does not. Therefore, these two organisms comprise an excellent model system for studying molecular mechanisms associated with vector competence. To understand more fully the development of vector / pathogen interactions, we have developed an in vitro bioassay system and determined that the body louse genome appears to contain the genes necessary for RNAi. The body louse will therefore be useful for determining the set of conditions permissive to the evolution of vector competence. "
positive,"Physiological functions of a methuselah-like G protein coupled receptor in Lymantria dispar Linnaeus. Insect G protein coupled receptors (GPCRs) have been identified as a highly attractive target for new generation insecticides discovery due to their critical physiological functions. However, few insect GPCRs have been functionally characterized. Here, we cloned the full length of a methuselah-like GPCR gene (Ldmthl1) from the Asian gypsy moth, Lymantria dispar. We then characterized the secondary and tertiary structures of Ldmthl1. We also predicted the global structure of this insect GPCR protein which is composed of three major domains. RNA interference of Ldmthl1 resulted in a reduction of gypsy moths' resistance to deltamethrin and suppressed expression of downstream stress-associated genes, such as P450s, glutathione S transferases, and heat shock proteins. The function of Ldmthl1 was further investigated using transgenic lines of Drosophila melanogaster. Drosophila with overexpression of Ldmthl1 showed significantly longer lifespan than control flies. Taken together, our studies revealed that the physiological functions of Ldmthl1 in L. dispar are associated with longevity and resistance to insecticide stresses. Potentially, Ldmthl1 can be used as a target for new insecticide discovery in order to manage this notorious forest pest. "
negative,"Genomic evidence of genetic variation with pleiotropic effects on caterpillar fitness and plant traits in a model legume. Plant-insect interactions are ubiquitous, and have been studied intensely because of their relevance to damage and pollination in agricultural plants, and to the ecology and evolution of biodiversity. Variation within species can affect the outcome of these interactions. Specific genes and chemicals that mediate these interactions have been identified, but genome- or metabolome-scale studies might be necessary to better understand the ecological and evolutionary consequences of intraspecific variation for plant-insect interactions. Here, we present such a study. Specifically, we assess the consequences of genome-wide genetic variation in the model plant Medicago truncatula for Lycaeides melissa caterpillar growth and survival (larval performance). Using a rearing experiment and a whole-genome SNP data set (>5 million SNPs), we found that polygenic variation in M. truncatula explains 9%-41% of the observed variation in caterpillar growth and survival. Genetic correlations among caterpillar performance and other plant traits, including structural defences and some anonymous chemical features, suggest that multiple M. truncatula alleles have pleiotropic effects on plant traits and caterpillar performance (or that substantial linkage disequilibrium exists among distinct loci affecting subsets of these traits). A moderate proportion of the genetic effect of M. truncatula alleles on L. melissa performance can be explained by the effect of these alleles on the plant traits we measured, especially leaf toughness. Taken together, our results show that intraspecific genetic variation in M. truncatula has a substantial effect on the successful development of L. melissa caterpillars (i.e., on a plant-insect interaction), and further point toward traits potentially mediating this genetic effect. "
negative,"Application of a dense genetic map for assessment of genomic responses to selection and inbreeding in Heliothis virescens. Adaptation of pest species to laboratory conditions and selection for resistance to toxins in the laboratory are expected to cause inbreeding and genetic bottlenecks that reduce genetic variation. Heliothis virescens, a major cotton pest, has been colonized in the laboratory many times, and a few laboratory colonies have been selected for Bacillus thuringiensis (Bt) resistance. We developed 350-bp double-digest restriction-site associated DNA-sequencing (ddRAD-seq) molecular markers to examine and compare changes in genetic variation associated with laboratory adaptation, artificial selection and inbreeding in this nonmodel insect species. We found that allelic and nucleotide diversity declined dramatically in laboratory-reared H. virescens as compared with field-collected populations. The declines were primarily a result of the loss of low frequency alleles present in field-collected H. virescens. A further, albeit modest decline in genetic diversity was observed in a Bt-selected population. The greatest decline was seen in H. virescens that were sib-mated for 10 generations, in which more than 80% of loci were fixed for a single allele. To determine which regions of the genome were resistant to fixation in our sib-mated line, we generated a dense intraspecific linkage map containing three PCR-based and 659 ddRAD-seq markers. Markers that retained polymorphism were observed in small clusters spread over multiple linkage groups, but this clustering was not statistically significant. Overall, we have confirmed and extended the general expectations for reduced genetic diversity in laboratory colonies, provided tools for further genomic analyses and produced highly homozygous genomic DNA for future whole genome sequencing of H. virescens. "
positive,"Characterization of a broad-based mosquito yeast interfering RNA larvicide with a conserved target site in mosquito semaphorin-1a genes. BACKGROUND: RNA interference (RNAi), which has facilitated functional characterization of mosquito neural development genes such as the axon guidance regulator semaphorin-1a (sema1a), could one day be applied as a new means of vector control. Saccharomyces cerevisiae (baker's yeast) may represent an effective interfering RNA expression system that could be used directly for delivery of RNA pesticides to mosquito larvae. Here we describe characterization of a yeast larvicide developed through bioengineering of S. cerevisiae to express a short hairpin RNA (shRNA) targeting a conserved site in mosquito sema1a genes. RESULTS: Experiments conducted on Aedes aegypti larvae demonstrated that the yeast larvicide effectively silences sema1a expression, generates severe neural defects, and induces high levels of larval mortality in laboratory, simulated-field, and semi-field experiments. The larvicide was also found to induce high levels of Aedes albopictus, Anopheles gambiae and Culex quinquefasciatus mortality. CONCLUSIONS: The results of these studies indicate that use of yeast interfering RNA larvicides targeting mosquito sema1a genes may represent a new biorational tool for mosquito control. "
